Model,Average TNR,Average TPR,Average Test Score,Standard Deviation,Max Test Score,Min Test Score,Average AUC,AUC STD,Max AUC,Min AUC
RBF1,98.52,19.63,59.07,3.24,63.33,53.33,0.86,0.03,0.92,0.8
RBF2,92.96,21.48,57.22,5.77,70.0,51.67,0.92,0.03,0.97,0.87
RBF3,88.15,22.96,55.56,1.67,58.33,53.33,0.78,0.05,0.83,0.69
RBF4,92.96,38.89,65.93,1.21,68.33,65.0,0.92,0.03,0.97,0.85
RBF5,88.15,39.26,63.7,1.62,66.67,61.67,0.82,0.03,0.86,0.78
RBF6,89.63,13.7,51.67,2.2,56.67,48.33,0.79,0.04,0.85,0.7
RBF7,94.81,75.19,85.0,3.82,93.33,80.0,0.96,0.02,0.99,0.94
RBF8,93.7,40.0,66.85,2.42,70.0,61.67,0.9,0.02,0.93,0.87
RBF9,90.0,29.63,59.81,1.94,61.67,56.67,0.8,0.02,0.83,0.76
RBF10,89.63,25.56,57.59,2.9,61.67,51.67,0.77,0.05,0.84,0.7
RBF11,69.26,28.52,48.89,4.17,56.67,45.0,0.6,0.03,0.68,0.58
RBF12,94.07,97.41,95.74,1.21,98.33,95.0,0.97,0.02,1.0,0.94
RBF13,94.07,87.04,90.56,2.36,93.33,86.67,0.98,0.01,0.99,0.95
RBF14,90.37,87.41,88.89,3.91,95.0,81.67,0.91,0.03,0.96,0.85
RBF15,89.26,78.89,84.07,2.52,86.67,78.33,0.89,0.04,0.95,0.81
RBF16,69.63,62.22,65.93,7.37,78.33,58.33,0.7,0.09,0.85,0.59
RBF17,52.96,68.89,60.93,11.34,83.33,48.33,0.62,0.15,0.92,0.44
RBF18,94.81,99.63,97.22,1.67,100.0,95.0,0.98,0.02,1.0,0.95
RBF19,94.07,95.19,94.63,1.39,96.67,93.33,0.99,0.01,1.0,0.96
RBF20,90.37,97.78,94.07,2.06,96.67,90.0,0.92,0.03,0.97,0.85
RBF21,89.63,80.0,84.81,2.27,88.33,81.67,0.89,0.04,0.95,0.8
RBF22,69.63,58.52,64.07,8.38,78.33,56.67,0.72,0.09,0.88,0.62
RBF23,75.19,53.33,64.26,6.41,71.67,50.0,0.7,0.08,0.84,0.57
RBF24,98.52,100.0,99.26,1.21,100.0,96.67,1.0,0.01,1.0,0.97
RBF25,94.07,96.3,95.19,2.82,98.33,90.0,0.99,0.01,1.0,0.98
RBF26,90.0,98.52,94.26,2.52,96.67,90.0,0.91,0.03,0.97,0.85
RBF27,89.26,92.59,90.93,2.22,93.33,86.67,0.91,0.04,0.96,0.82
RBF28,75.56,70.0,72.78,5.07,81.67,65.0,0.79,0.08,0.93,0.71
RBF29,75.19,54.07,64.63,6.96,75.0,51.67,0.74,0.06,0.85,0.67
RBF30,74.07,38.52,56.3,3.89,61.67,50.0,0.66,0.06,0.79,0.57
RBF31,93.7,99.26,96.48,1.76,98.33,93.33,0.97,0.02,1.0,0.94
RBF32,94.07,98.15,96.11,2.76,98.33,91.67,0.99,0.01,1.0,0.98
RBF33,90.37,99.26,94.81,2.12,98.33,91.67,0.92,0.03,0.97,0.86
RBF34,88.89,91.48,90.19,3.27,95.0,83.33,0.91,0.04,0.96,0.82
RBF35,70.0,84.81,77.41,5.14,85.0,68.33,0.76,0.08,0.89,0.67
RBF36,75.93,58.15,67.04,8.16,81.67,56.67,0.76,0.06,0.86,0.71
RBF37,91.11,57.04,74.07,5.47,83.33,66.67,0.87,0.04,0.95,0.8
RBF38,59.63,68.15,63.89,3.91,70.0,58.33,0.67,0.07,0.83,0.57
RBF39,98.15,99.26,98.7,1.39,100.0,96.67,1.0,0.01,1.0,0.98
RBF40,94.07,97.78,95.93,2.65,98.33,91.67,1.0,0.0,1.0,0.99
RBF41,89.26,99.26,94.26,1.69,96.67,91.67,0.92,0.03,0.97,0.86
RBF42,89.26,93.33,91.3,3.61,96.67,85.0,0.9,0.05,0.97,0.81
RBF43,70.0,95.93,82.96,5.51,91.67,76.67,0.79,0.07,0.89,0.7
RBF44,75.93,75.56,75.74,6.67,90.0,68.33,0.78,0.06,0.88,0.71
RBF45,76.3,49.26,62.78,8.25,76.67,53.33,0.73,0.1,0.93,0.59
RBF46,71.11,59.63,65.37,5.88,75.0,60.0,0.72,0.12,0.94,0.57
RBF47,76.67,44.44,60.56,3.91,65.0,51.67,0.71,0.05,0.77,0.59
RBF48,98.15,100.0,99.07,1.21,100.0,96.67,1.0,0.01,1.0,0.97
RBF49,88.52,99.26,93.89,1.86,96.67,90.0,0.96,0.04,1.0,0.89
RBF50,88.15,99.63,93.89,1.67,96.67,91.67,0.91,0.02,0.96,0.87
RBF51,89.26,98.89,94.07,2.52,96.67,88.33,0.92,0.04,0.97,0.83
RBF52,72.96,97.41,85.19,5.56,95.0,78.33,0.83,0.06,0.93,0.74
RBF53,76.3,87.41,81.85,3.38,88.33,78.33,0.8,0.06,0.89,0.73
RBF54,74.44,55.56,65.0,11.15,86.67,51.67,0.73,0.12,0.95,0.56
RBF55,70.37,55.56,62.96,9.92,81.67,53.33,0.72,0.13,0.94,0.55
RBF56,78.89,64.07,71.48,8.95,83.33,58.33,0.81,0.04,0.91,0.75
