Model,Average TNR,Average TPR,Average Test Score,Standard Deviation,Max Test Score,Min Test Score
RBF,75.63,72.93,74.28,5.88,80.33,61.83
LINEAR,73.3,71.83,72.57,5.51,79.17,62.17
Only Ghost and RBF,72.1,71.03,71.57,6.55,78.17,59.5
Only Ghost and LINEAR,71.73,71.13,71.43,6.02,78.83,60.17
OLD,92.7,25.8,59.25,0.82,60.5,58.0
