Model,Average TNR,Average TPR,Average Test Score,Standard Deviation,Max Test Score,Min Test Score
RBF1,98.89,27.78,63.33,1.18,65.0,61.67
RBF2,99.26,71.48,85.37,3.71,95.0,83.33
RBF3,79.26,62.22,70.74,3.24,75.0,66.67
RBF4,99.63,84.44,92.04,2.0,96.67,90.0
RBF5,86.3,86.67,86.48,2.12,90.0,81.67
RBF6,87.78,57.78,72.78,4.25,80.0,65.0
RBF7,97.04,94.44,95.74,2.9,100.0,90.0
RBF8,84.44,87.04,85.74,1.47,88.33,83.33
RBF9,90.37,72.59,81.48,2.27,85.0,78.33
RBF10,90.74,68.89,79.81,3.38,85.0,73.33
RBF11,90.74,71.11,80.93,5.01,88.33,71.67
RBF12,92.22,100.0,96.11,2.04,100.0,93.33
RBF13,82.22,99.63,90.93,1.88,93.33,88.33
RBF14,87.41,100.0,93.7,2.86,100.0,91.67
RBF15,94.07,88.52,91.3,3.31,98.33,86.67
RBF16,88.52,96.67,92.59,3.64,95.0,85.0
RBF17,82.96,89.26,86.11,4.33,91.67,80.0
RBF18,93.7,99.63,96.67,2.2,100.0,93.33
RBF19,81.85,100.0,90.93,2.06,93.33,86.67
RBF20,86.67,100.0,93.33,3.23,100.0,90.0
RBF21,92.96,98.52,95.74,1.21,98.33,95.0
RBF22,89.63,98.52,94.07,3.02,96.67,88.33
RBF23,87.04,84.44,85.74,6.3,91.67,75.0
RBF24,93.7,99.63,96.67,1.67,100.0,95.0
RBF25,82.96,98.15,90.56,1.67,93.33,88.33
RBF26,88.15,100.0,94.07,2.52,98.33,90.0
RBF27,92.96,98.52,95.74,1.88,100.0,93.33
RBF28,87.41,100.0,93.7,3.89,96.67,86.67
RBF29,87.04,99.26,93.15,5.03,98.33,85.0
RBF30,82.59,88.52,85.56,6.18,91.67,76.67
RBF31,97.41,100.0,98.7,1.39,100.0,96.67
RBF32,82.59,99.26,90.93,1.47,93.33,88.33
RBF33,87.41,100.0,93.7,2.61,98.33,90.0
RBF34,93.7,100.0,96.85,2.12,100.0,93.33
RBF35,91.11,100.0,95.56,3.0,98.33,88.33
RBF36,86.67,97.41,92.04,6.0,100.0,83.33
RBF37,76.3,99.63,87.96,8.41,98.33,76.67
RBF38,91.85,85.56,88.7,2.86,93.33,85.0
RBF39,100.0,98.52,99.26,1.21,100.0,96.67
RBF40,81.11,100.0,90.56,0.83,91.67,90.0
RBF41,92.96,99.63,96.3,1.62,98.33,95.0
RBF42,93.7,100.0,96.85,2.42,100.0,93.33
RBF43,96.67,99.26,97.96,1.39,100.0,95.0
RBF44,91.11,98.89,95.0,4.71,100.0,88.33
RBF45,87.04,97.41,92.22,6.35,98.33,83.33
RBF46,94.44,95.93,95.19,6.03,100.0,86.67
RBF47,84.81,80.74,82.78,5.95,88.33,73.33
RBF48,86.67,100.0,93.33,3.0,98.33,88.33
RBF49,84.81,100.0,92.41,1.47,93.33,90.0
RBF50,68.15,100.0,84.07,5.34,96.67,78.33
RBF51,93.7,100.0,96.85,2.12,100.0,93.33
RBF52,96.67,100.0,98.33,0.83,100.0,96.67
RBF53,92.22,100.0,96.11,3.54,100.0,91.67
RBF54,88.89,100.0,94.44,4.33,100.0,88.33
RBF55,95.19,100.0,97.59,2.52,100.0,93.33
RBF56,82.96,100.0,91.48,6.64,100.0,80.0
RBF57,97.04,85.19,91.11,3.63,95.0,86.67
RBF58,95.56,65.93,80.74,3.02,86.67,76.67
RBF59,78.52,63.7,71.11,3.44,78.33,66.67
RBF60,84.81,84.44,84.63,4.31,90.0,80.0
RBF61,88.89,60.74,74.81,5.8,81.67,66.67
RBF62,89.26,71.11,80.19,6.09,91.67,71.67
RBF63,86.67,70.37,78.52,4.52,85.0,71.67
RBF64,79.63,70.74,75.19,3.48,78.33,68.33
RBF65,85.93,74.44,80.19,2.94,85.0,75.0
RBF66,74.81,75.93,75.37,3.8,80.0,68.33
RBF67,84.07,78.15,81.11,3.54,85.0,76.67
RBF68,79.26,55.93,67.59,3.02,71.67,61.67
RBF69,86.3,20.74,53.52,3.06,60.0,50.0
RBF70,81.48,27.41,54.44,3.44,60.0,48.33
RBF71,49.26,58.15,53.7,3.2,58.33,46.67
RBF72,67.41,38.15,52.78,4.49,60.0,45.0
RBF73,78.89,32.59,55.74,3.13,60.0,51.67
RBF74,60.0,36.67,48.33,3.0,51.67,41.67
RBF75,85.56,22.96,54.26,2.78,58.33,50.0
RBF76,89.63,67.04,78.33,2.76,81.67,73.33
RBF77,82.96,25.56,54.26,1.88,58.33,51.67
RBF78,87.04,32.96,60.0,6.35,70.0,55.0
RBF79,78.15,44.81,61.48,3.48,66.67,55.0
RBF80,79.26,35.93,57.59,3.02,61.67,53.33
