Model,Average TNR,Average TPR,Average Test Score,Standard Deviation,Max Test Score,Min Test Score
RBF1,100.0,26.67,63.33,2.64,66.67,58.33
RBF2,100.0,72.96,86.48,3.38,91.67,81.67
RBF3,90.37,46.3,68.33,3.44,73.33,63.33
RBF4,100.0,82.96,91.48,3.06,96.67,86.67
RBF5,83.7,80.37,82.04,2.32,86.67,80.0
RBF6,85.19,49.63,67.41,3.64,73.33,61.67
RBF7,100.0,94.81,97.41,1.21,100.0,96.67
RBF8,83.33,94.81,89.07,1.69,91.67,86.67
RBF9,91.48,67.78,79.63,5.12,86.67,71.67
RBF10,89.63,64.81,77.22,4.56,81.67,68.33
RBF11,79.63,58.52,69.07,2.52,71.67,65.0
RBF12,97.41,99.63,98.52,2.12,100.0,95.0
RBF13,94.07,93.33,93.7,2.74,96.67,88.33
RBF14,90.0,91.85,90.93,6.07,96.67,80.0
RBF15,88.15,95.56,91.85,5.8,96.67,81.67
RBF16,79.63,89.63,84.63,5.12,91.67,75.0
RBF17,70.0,82.22,76.11,6.97,83.33,63.33
RBF18,96.3,100.0,98.15,1.55,100.0,95.0
RBF19,90.0,95.56,92.78,2.5,96.67,88.33
RBF20,85.56,97.41,91.48,4.12,96.67,85.0
RBF21,91.11,97.41,94.26,3.24,96.67,90.0
RBF22,84.81,95.56,90.19,2.12,93.33,86.67
RBF23,72.96,90.0,81.48,4.82,88.33,73.33
RBF24,99.63,98.89,99.26,1.69,100.0,95.0
RBF25,82.59,97.04,89.81,4.67,93.33,80.0
RBF26,82.59,97.78,90.19,3.48,95.0,85.0
RBF27,91.48,91.85,91.67,3.73,95.0,86.67
RBF28,88.15,94.81,91.48,3.58,95.0,83.33
RBF29,68.89,97.41,83.15,4.52,90.0,76.67
RBF30,85.56,74.81,80.19,2.56,81.67,75.0
RBF31,100.0,98.15,99.07,1.88,100.0,95.0
RBF32,94.44,90.74,92.59,3.83,98.33,88.33
RBF33,88.52,93.7,91.11,6.56,96.67,80.0
RBF34,85.93,97.41,91.67,3.91,96.67,86.67
RBF35,88.15,97.78,92.96,2.17,96.67,90.0
RBF36,68.89,97.78,83.33,3.33,88.33,76.67
RBF37,85.56,94.07,89.81,3.58,93.33,83.33
RBF38,80.37,64.07,72.22,5.89,80.0,63.33
RBF39,100.0,98.89,99.44,1.18,100.0,96.67
RBF40,91.11,94.81,92.96,4.62,98.33,83.33
RBF41,85.56,98.89,92.22,2.76,96.67,86.67
RBF42,79.26,100.0,89.63,2.0,93.33,86.67
RBF43,83.33,98.89,91.11,1.67,93.33,88.33
RBF44,67.41,97.04,82.22,4.33,90.0,75.0
RBF45,72.96,96.67,84.81,3.27,88.33,78.33
RBF46,85.93,92.96,89.44,7.31,95.0,76.67
RBF47,64.44,87.78,76.11,7.82,85.0,63.33
RBF48,94.07,100.0,97.04,1.82,98.33,93.33
RBF49,58.15,100.0,79.07,5.53,90.0,70.0
RBF50,81.48,99.63,90.56,1.86,93.33,86.67
RBF51,86.3,100.0,93.15,1.94,95.0,90.0
RBF52,84.07,99.63,91.85,1.0,93.33,90.0
RBF53,69.26,99.63,84.44,2.64,90.0,80.0
RBF54,79.26,96.3,87.78,2.89,93.33,85.0
