Model,Average TNR,Average TPR,Average Test Score,Standard Deviation,Max Test Score,Min Test Score
RBF_LQP1,87.85,95.44,91.65,0.4,92.17,91.17
RBF_SQP,84.74,87.19,85.96,0.83,87.17,85.0
RBF_LQP2,59.85,71.81,65.83,2.27,68.0,61.17
LINEAR_LQP1,91.11,89.59,90.35,0.73,91.67,89.33
LINEAR_SQP,89.0,71.59,80.3,4.13,84.17,73.67
LINEAR_LQP2,68.48,70.96,69.72,0.73,71.0,68.67
OLD_LQP1,87.67,87.0,87.33,0.0,87.33,87.33
OLD_SQP,41.0,61.33,51.17,0.0,51.17,51.17
OLD_LQP2,30.33,81.67,56.0,0.0,56.0,56.0
