Model,Average TNR,Average TPR,Average Test Score,Standard Deviation,Max Test Score,Min Test Score
RBF_LQP1,60.0,99.0,79.5,3.44,82.33,70.83
RBF_SQP,84.04,76.78,80.41,6.38,86.17,65.33
RBF_LQP2,83.48,44.7,64.09,2.6,68.5,60.33
LINEAR_LQP1,46.56,98.93,72.74,2.54,77.0,70.17
LINEAR_SQP,80.52,81.89,81.2,2.6,83.5,75.0
LINEAR_LQP2,81.07,50.52,65.8,0.94,67.0,64.0
OLD_LQP1,91.33,82.0,86.67,0.0,86.67,86.67
OLD_SQP,53.0,49.0,51.0,0.0,51.0,51.0
OLD_LQP2,36.67,78.0,57.33,0.0,57.33,57.33
