Model,Average TNR,Average TPR,Average Test Score,Standard Deviation,Max Test Score,Min Test Score
RBF_LQP1,66.41,98.3,82.35,1.56,85.17,80.5
RBF_SQP,94.33,51.22,72.78,4.1,76.17,65.83
RBF_LQP2,94.44,23.11,58.78,2.51,62.17,55.83
LINEAR_LQP1,71.3,95.85,83.57,1.55,85.33,81.17
LINEAR_SQP,94.81,45.37,70.09,4.85,75.5,61.67
LINEAR_LQP2,89.81,29.44,59.63,2.14,62.67,56.67
OLD_LQP1,89.33,83.67,86.5,0.0,86.5,86.5
OLD_SQP,36.0,65.67,50.83,0.0,50.83,50.83
OLD_LQP2,31.67,79.33,55.5,0.0,55.5,55.5
