Model,Average TNR,Average TPR,Average Test Score,Standard Deviation,Max Test Score,Min Test Score
RBF_LQP1,69.41,95.52,82.46,1.02,83.67,80.0
RBF_SQP,75.59,89.63,82.61,0.82,83.17,80.5
RBF_LQP2,67.85,51.37,59.61,1.11,62.0,58.5
LINEAR_LQP1,77.44,88.74,83.09,3.28,85.5,75.17
LINEAR_SQP,79.22,44.0,61.61,1.11,62.67,59.83
LINEAR_LQP2,75.48,43.56,59.52,0.54,60.17,58.67
OLD_LQP1,85.33,84.67,85.0,0.0,85.0,85.0
OLD_SQP,0.0,100.0,50.0,0.0,50.0,50.0
OLD_LQP2,28.67,82.33,55.5,0.0,55.5,55.5
