Model,Average TNR,Average TPR,Average Test Score,Standard Deviation,Max Test Score,Min Test Score
RBF_LQP1,90.3,90.81,90.56,0.4,91.17,90.0
RBF_SQP,89.74,84.26,87.0,0.77,88.5,86.17
RBF_LQP2,87.81,25.3,56.56,0.59,57.5,55.83
LINEAR_LQP1,93.41,85.07,89.24,2.0,90.5,85.33
LINEAR_SQP,91.44,37.3,64.37,2.47,69.5,62.33
LINEAR_LQP2,87.22,24.89,56.06,2.71,61.17,53.33
OLD_LQP1,91.33,79.0,85.17,0.0,85.17,85.17
OLD_SQP,42.0,59.33,50.67,0.0,50.67,50.67
OLD_LQP2,31.0,82.33,56.67,0.0,56.67,56.67
