Model,Average TNR,Average TPR,Average Test Score,Standard Deviation,Max Test Score,Min Test Score,Average AUC,AUC STD,Max AUC,Min AUC
RBF1,98.15,77.04,87.59,8.04,91.67,66.67,0.96,0.03,0.97,0.89
RBF2,98.15,90.0,94.07,2.06,96.67,91.67,0.99,0.01,1.0,0.97
RBF3,94.07,45.93,70.0,2.64,75.0,66.67,0.93,0.01,0.95,0.92
RBF4,98.15,96.3,97.22,1.44,98.33,95.0,1.0,0.0,1.0,0.99
RBF5,94.07,84.07,89.07,1.47,91.67,86.67,0.96,0.01,0.97,0.94
RBF6,100.0,48.89,74.44,2.04,78.33,71.67,0.98,0.01,0.99,0.97
RBF7,98.15,97.04,97.59,0.88,98.33,96.67,1.0,0.0,1.0,0.99
RBF8,94.07,87.41,90.74,1.69,93.33,88.33,0.98,0.01,0.99,0.96
RBF9,100.0,70.74,85.37,2.17,88.33,81.67,1.0,0.0,1.0,0.99
RBF10,97.04,78.15,87.59,1.88,90.0,83.33,0.97,0.01,0.99,0.96
RBF11,94.81,78.52,86.67,2.36,90.0,81.67,0.95,0.01,0.96,0.94
RBF12,98.15,97.04,97.59,0.88,98.33,96.67,1.0,0.0,1.0,0.99
RBF13,94.07,100.0,97.04,0.73,98.33,96.67,1.0,0.0,1.0,1.0
RBF14,100.0,100.0,100.0,0.0,100.0,100.0,1.0,0.0,1.0,1.0
RBF15,97.04,100.0,98.52,0.56,100.0,98.33,1.0,0.0,1.0,1.0
RBF16,94.81,97.04,95.93,2.22,100.0,93.33,1.0,0.0,1.0,0.99
RBF17,93.7,82.96,88.33,2.2,91.67,85.0,0.96,0.01,0.97,0.95
RBF18,98.15,98.15,98.15,1.0,100.0,96.67,1.0,0.0,1.0,1.0
RBF19,94.07,97.04,95.56,1.18,96.67,93.33,1.0,0.0,1.0,0.99
RBF20,100.0,100.0,100.0,0.0,100.0,100.0,1.0,0.0,1.0,1.0
RBF21,97.04,100.0,98.52,0.56,100.0,98.33,1.0,0.0,1.0,1.0
RBF22,94.81,100.0,97.41,1.21,100.0,96.67,1.0,0.0,1.0,1.0
RBF23,93.7,99.26,96.48,2.27,100.0,93.33,1.0,0.0,1.0,0.99
RBF24,98.15,99.63,98.89,1.18,100.0,96.67,1.0,0.0,1.0,1.0
RBF25,94.07,100.0,97.04,0.73,98.33,96.67,1.0,0.0,1.0,1.0
RBF26,100.0,100.0,100.0,0.0,100.0,100.0,1.0,0.0,1.0,1.0
RBF27,97.04,100.0,98.52,0.56,100.0,98.33,1.0,0.0,1.0,1.0
RBF28,94.81,100.0,97.41,1.21,100.0,96.67,1.0,0.0,1.0,1.0
RBF29,93.7,100.0,96.85,2.12,100.0,93.33,1.0,0.0,1.0,1.0
RBF30,84.07,96.3,90.19,2.69,93.33,85.0,0.97,0.01,0.98,0.95
