Model,Average TNR,Average TPR,Average Test Score,Standard Deviation,Max Test Score,Min Test Score,Average AUC,AUC STD,Max AUC,Min AUC
RBF1,97.04,58.52,77.78,6.12,86.67,70.0,0.95,0.03,0.98,0.91
RBF2,97.04,97.78,97.41,0.88,98.33,96.67,1.0,0.0,1.0,0.99
RBF3,90.74,63.7,77.22,4.86,83.33,68.33,0.89,0.02,0.91,0.84
RBF4,97.04,96.3,96.67,0.83,98.33,95.0,1.0,0.0,1.0,0.99
RBF5,90.74,85.56,88.15,2.42,91.67,85.0,0.92,0.01,0.93,0.91
RBF6,94.44,53.7,74.07,2.06,76.67,70.0,0.93,0.04,0.95,0.84
RBF7,97.04,99.63,98.33,0.0,98.33,98.33,1.0,0.01,1.0,0.97
RBF8,90.74,91.11,90.93,2.06,95.0,88.33,0.95,0.01,0.96,0.94
RBF9,94.44,76.67,85.56,2.89,88.33,80.0,0.97,0.02,0.98,0.93
RBF10,89.63,84.81,87.22,3.54,91.67,81.67,0.96,0.01,0.97,0.93
RBF11,94.07,84.07,89.07,5.72,95.0,78.33,0.96,0.02,0.99,0.93
RBF12,97.04,97.78,97.41,1.47,98.33,95.0,1.0,0.0,1.0,1.0
RBF13,90.74,97.78,94.26,1.47,96.67,91.67,0.97,0.01,0.99,0.96
RBF14,94.44,99.63,97.04,2.74,98.33,90.0,1.0,0.01,1.0,0.98
RBF15,89.63,100.0,94.81,2.42,98.33,91.67,1.0,0.01,1.0,0.98
RBF16,94.07,98.89,96.48,1.94,98.33,91.67,0.99,0.01,1.0,0.96
RBF17,90.37,88.52,89.44,3.91,93.33,80.0,0.96,0.02,0.97,0.92
RBF18,97.04,97.04,97.04,1.39,98.33,95.0,1.0,0.0,1.0,1.0
RBF19,90.74,99.26,95.0,0.83,96.67,93.33,0.98,0.01,0.99,0.96
RBF20,94.44,100.0,97.22,2.2,98.33,91.67,1.0,0.0,1.0,0.99
RBF21,89.63,100.0,94.81,2.42,98.33,91.67,1.0,0.0,1.0,0.99
RBF22,94.07,98.89,96.48,2.56,98.33,90.0,1.0,0.01,1.0,0.97
RBF23,90.37,97.04,93.7,4.62,96.67,81.67,0.98,0.02,1.0,0.94
RBF24,97.04,98.15,97.59,1.21,98.33,95.0,1.0,0.0,1.0,1.0
RBF25,90.74,98.52,94.63,1.11,96.67,93.33,0.98,0.01,0.99,0.96
RBF26,94.44,100.0,97.22,2.2,98.33,91.67,1.0,0.0,1.0,0.99
RBF27,89.63,100.0,94.81,2.42,98.33,91.67,1.0,0.0,1.0,1.0
RBF28,94.07,100.0,97.04,1.62,98.33,93.33,1.0,0.01,1.0,0.98
RBF29,90.37,100.0,95.19,2.69,96.67,88.33,1.0,0.0,1.0,0.99
RBF30,84.07,89.26,86.67,2.2,90.0,85.0,0.94,0.03,0.96,0.87
RBF31,97.04,100.0,98.52,0.56,100.0,98.33,1.0,0.0,1.0,1.0
RBF32,90.74,100.0,95.37,1.11,96.67,93.33,0.98,0.01,1.0,0.97
RBF33,94.44,100.0,97.22,2.2,98.33,91.67,1.0,0.0,1.0,0.99
RBF34,89.63,100.0,94.81,2.42,98.33,91.67,1.0,0.0,1.0,1.0
RBF35,94.07,100.0,97.04,1.62,98.33,93.33,1.0,0.0,1.0,0.99
