Model,Average TNR,Average TPR,Average Test Score,Standard Deviation,Max Test Score,Min Test Score,Average AUC,AUC STD,Max AUC,Min AUC
RBF1,92.96,68.52,80.74,11.52,91.67,63.33,0.88,0.09,0.96,0.76
RBF2,92.96,82.59,87.78,4.41,93.33,81.67,0.94,0.07,0.99,0.84
RBF3,89.26,44.81,67.04,1.39,68.33,65.0,0.76,0.05,0.8,0.68
RBF4,92.96,83.7,88.33,5.27,95.0,80.0,0.94,0.05,0.99,0.87
RBF5,89.26,71.48,80.37,0.73,81.67,80.0,0.85,0.01,0.86,0.82
RBF6,85.93,50.0,67.96,3.51,71.67,63.33,0.76,0.02,0.8,0.74
RBF7,92.96,97.78,95.37,4.55,100.0,88.33,0.98,0.03,1.0,0.93
RBF8,89.26,80.37,84.81,2.82,88.33,80.0,0.88,0.03,0.93,0.85
RBF9,85.93,62.96,74.44,5.07,81.67,68.33,0.85,0.03,0.9,0.82
RBF10,78.15,83.33,80.74,2.78,83.33,76.67,0.9,0.02,0.93,0.86
RBF11,88.15,79.63,83.89,2.64,86.67,78.33,0.86,0.02,0.87,0.83
RBF12,92.96,100.0,96.48,3.48,100.0,90.0,0.98,0.02,1.0,0.95
RBF13,89.26,100.0,94.63,0.73,95.0,93.33,0.99,0.01,1.0,0.97
RBF14,85.93,98.15,92.04,1.39,93.33,90.0,0.98,0.01,0.99,0.95
RBF15,78.15,97.41,87.78,2.2,90.0,83.33,0.98,0.01,1.0,0.96
RBF16,88.15,98.15,93.15,1.55,95.0,91.67,0.98,0.02,1.0,0.94
RBF17,77.41,94.44,85.93,0.88,86.67,85.0,0.96,0.01,0.98,0.95
RBF18,92.96,99.63,96.3,3.71,100.0,90.0,0.99,0.02,1.0,0.96
RBF19,89.26,99.26,94.26,1.21,95.0,91.67,0.99,0.01,1.0,0.97
RBF20,85.93,100.0,92.96,1.11,95.0,91.67,0.99,0.01,1.0,0.96
RBF21,78.15,100.0,89.07,2.22,91.67,85.0,1.0,0.0,1.0,0.99
RBF22,88.15,95.56,91.85,2.42,95.0,90.0,0.96,0.03,0.99,0.91
RBF23,77.41,97.78,87.59,1.47,90.0,85.0,0.98,0.01,1.0,0.97
RBF24,92.96,100.0,96.48,3.48,100.0,90.0,0.99,0.02,1.0,0.96
RBF25,89.26,99.63,94.44,1.18,95.0,91.67,0.99,0.01,1.0,0.97
RBF26,85.93,100.0,92.96,1.11,95.0,91.67,0.99,0.01,1.0,0.97
RBF27,78.15,99.26,88.7,2.61,91.67,83.33,1.0,0.0,1.0,0.99
RBF28,88.15,98.15,93.15,1.55,95.0,91.67,0.98,0.02,1.0,0.95
RBF29,77.41,97.41,87.41,1.69,90.0,85.0,0.98,0.01,0.99,0.97
RBF30,76.67,94.44,85.56,2.2,88.33,81.67,0.95,0.01,0.97,0.93
RBF31,92.96,100.0,96.48,3.48,100.0,90.0,0.99,0.02,1.0,0.96
RBF32,89.26,100.0,94.63,0.73,95.0,93.33,1.0,0.01,1.0,0.97
RBF33,85.93,100.0,92.96,1.11,95.0,91.67,1.0,0.01,1.0,0.97
RBF34,78.15,100.0,89.07,2.22,91.67,85.0,1.0,0.0,1.0,1.0
RBF35,88.15,100.0,94.07,1.21,95.0,91.67,1.0,0.0,1.0,0.99
RBF36,77.41,99.26,88.33,1.18,90.0,86.67,0.99,0.01,1.0,0.97
RBF37,76.67,100.0,88.33,2.64,90.0,83.33,1.0,0.0,1.0,1.0
RBF38,73.33,92.22,82.78,1.18,85.0,81.67,0.93,0.0,0.93,0.92
RBF39,92.96,99.26,96.11,3.91,100.0,90.0,0.99,0.02,1.0,0.95
RBF40,89.26,100.0,94.63,0.73,95.0,93.33,1.0,0.01,1.0,0.97
RBF41,85.93,100.0,92.96,1.11,95.0,91.67,0.99,0.01,1.0,0.97
RBF42,78.15,100.0,89.07,2.22,91.67,85.0,1.0,0.0,1.0,1.0
RBF43,88.15,100.0,94.07,1.21,95.0,91.67,1.0,0.0,1.0,1.0
RBF44,77.41,100.0,88.7,1.39,90.0,86.67,1.0,0.0,1.0,1.0
