Model,Average TNR,Average TPR,Average Test Score,Standard Deviation,Max Test Score,Min Test Score,Average AUC,AUC STD,Max AUC,Min AUC
RBF1,98.89,68.15,83.52,9.44,95.0,68.33,0.94,0.04,0.97,0.86
RBF2,98.89,81.85,90.37,4.06,93.33,80.0,0.95,0.02,0.99,0.92
RBF3,91.11,58.89,75.0,1.67,78.33,73.33,0.81,0.02,0.84,0.78
RBF4,98.89,81.11,90.0,2.2,93.33,85.0,0.93,0.02,0.96,0.9
RBF5,91.11,49.63,70.37,1.62,73.33,68.33,0.79,0.02,0.82,0.77
RBF6,88.52,62.22,75.37,3.31,80.0,70.0,0.81,0.03,0.84,0.78
RBF7,98.89,94.44,96.67,1.18,98.33,95.0,0.99,0.01,1.0,0.97
RBF8,91.11,90.74,90.93,1.88,93.33,88.33,0.93,0.02,0.95,0.87
RBF9,88.52,82.96,85.74,1.47,88.33,83.33,0.89,0.02,0.93,0.86
RBF10,77.78,96.67,87.22,0.83,88.33,86.67,0.96,0.01,0.97,0.94
RBF11,78.52,91.11,84.81,1.55,86.67,81.67,0.85,0.03,0.87,0.8
RBF12,98.89,95.93,97.41,0.88,98.33,96.67,0.97,0.01,1.0,0.95
RBF13,91.11,97.04,94.07,0.88,95.0,93.33,0.98,0.02,1.0,0.95
RBF14,88.52,97.04,92.78,1.44,95.0,91.67,0.98,0.01,1.0,0.96
RBF15,77.78,96.67,87.22,0.83,88.33,86.67,0.97,0.01,0.99,0.95
RBF16,78.52,92.22,85.37,1.39,86.67,83.33,0.93,0.03,0.95,0.87
RBF17,74.81,94.07,84.44,1.86,86.67,81.67,0.96,0.02,0.97,0.93
RBF18,98.89,97.78,98.33,1.18,100.0,96.67,0.99,0.01,1.0,0.98
RBF19,91.11,95.93,93.52,1.3,96.67,91.67,0.96,0.02,1.0,0.94
RBF20,88.52,99.26,93.89,1.18,95.0,91.67,1.0,0.0,1.0,0.99
RBF21,77.78,99.26,88.52,1.3,90.0,86.67,0.99,0.01,1.0,0.98
