Model,Average TNR,Average TPR,Average Test Score,Standard Deviation,Max Test Score,Min Test Score,Average AUC,AUC STD,Max AUC,Min AUC
RBF1,96.67,67.78,82.22,5.65,86.67,71.67,0.91,0.01,0.93,0.89
RBF2,96.67,80.0,88.33,7.95,95.0,75.0,0.98,0.01,1.0,0.97
RBF3,87.04,59.63,73.33,2.04,78.33,71.67,0.81,0.02,0.84,0.78
RBF4,96.67,80.74,88.7,3.51,93.33,83.33,0.98,0.0,0.99,0.98
RBF5,87.04,70.74,78.89,1.67,80.0,75.0,0.85,0.01,0.87,0.84
RBF6,93.33,62.96,78.15,2.56,81.67,73.33,0.85,0.02,0.87,0.82
RBF7,96.67,95.56,96.11,0.83,96.67,95.0,0.99,0.01,1.0,0.98
RBF8,87.04,84.44,85.74,3.24,91.67,81.67,0.91,0.01,0.92,0.89
RBF9,93.33,88.52,90.93,1.47,93.33,88.33,0.94,0.02,0.98,0.92
RBF10,76.67,85.56,81.11,1.44,83.33,78.33,0.91,0.02,0.93,0.88
RBF11,88.15,79.26,83.7,1.11,85.0,81.67,0.89,0.01,0.9,0.88
RBF12,96.67,100.0,98.33,0.0,98.33,98.33,1.0,0.0,1.0,1.0
RBF13,87.04,100.0,93.52,1.3,95.0,91.67,0.98,0.01,1.0,0.97
RBF14,93.33,98.89,96.11,1.44,98.33,93.33,0.99,0.01,1.0,0.96
RBF15,76.67,100.0,88.33,0.83,90.0,86.67,1.0,0.01,1.0,0.98
RBF16,88.15,100.0,94.07,1.69,95.0,90.0,1.0,0.01,1.0,0.98
RBF17,84.81,95.19,90.0,2.5,93.33,86.67,0.96,0.01,0.97,0.95
RBF18,96.67,100.0,98.33,0.0,98.33,98.33,1.0,0.0,1.0,1.0
RBF19,87.04,100.0,93.52,1.3,95.0,91.67,0.99,0.01,1.0,0.97
RBF20,93.33,100.0,96.67,1.67,98.33,93.33,0.99,0.01,1.0,0.97
RBF21,76.67,100.0,88.33,0.83,90.0,86.67,1.0,0.0,1.0,0.99
RBF22,88.15,100.0,94.07,1.69,95.0,90.0,0.99,0.01,1.0,0.98
RBF23,84.81,100.0,92.41,0.88,93.33,91.67,1.0,0.0,1.0,1.0
RBF24,96.67,100.0,98.33,0.0,98.33,98.33,1.0,0.0,1.0,1.0
RBF25,87.04,100.0,93.52,1.3,95.0,91.67,0.99,0.01,1.0,0.97
RBF26,93.33,100.0,96.67,1.67,98.33,93.33,1.0,0.01,1.0,0.97
RBF27,76.67,100.0,88.33,0.83,90.0,86.67,1.0,0.0,1.0,1.0
RBF28,88.15,100.0,94.07,1.69,95.0,90.0,0.99,0.01,1.0,0.97
RBF29,84.81,100.0,92.41,0.88,93.33,91.67,1.0,0.0,1.0,1.0
RBF30,79.26,97.41,88.33,0.0,88.33,88.33,0.97,0.01,0.98,0.96
RBF31,96.67,100.0,98.33,0.0,98.33,98.33,1.0,0.0,1.0,1.0
RBF32,87.04,100.0,93.52,1.3,95.0,91.67,0.99,0.01,1.0,0.97
RBF33,93.33,100.0,96.67,1.67,98.33,93.33,1.0,0.01,1.0,0.97
RBF34,76.67,100.0,88.33,0.83,90.0,86.67,1.0,0.0,1.0,1.0
RBF35,88.15,100.0,94.07,1.69,95.0,90.0,1.0,0.01,1.0,0.98
RBF36,84.81,100.0,92.41,0.88,93.33,91.67,1.0,0.0,1.0,0.99
RBF37,79.26,100.0,89.63,0.73,90.0,88.33,1.0,0.0,1.0,1.0
RBF38,89.26,95.56,92.41,1.69,95.0,90.0,0.96,0.01,0.98,0.94
RBF39,96.67,100.0,98.33,0.0,98.33,98.33,1.0,0.0,1.0,1.0
RBF40,87.04,100.0,93.52,1.3,95.0,91.67,0.99,0.01,1.0,0.97
RBF41,93.33,100.0,96.67,1.67,98.33,93.33,1.0,0.01,1.0,0.97
RBF42,76.67,100.0,88.33,0.83,90.0,86.67,1.0,0.0,1.0,1.0
RBF43,88.15,100.0,94.07,1.69,95.0,90.0,1.0,0.01,1.0,0.98
RBF44,84.81,100.0,92.41,0.88,93.33,91.67,1.0,0.0,1.0,1.0
RBF45,79.26,100.0,89.63,0.73,90.0,88.33,1.0,0.0,1.0,1.0
RBF46,89.26,100.0,94.63,1.39,96.67,93.33,1.0,0.0,1.0,1.0
RBF47,82.59,88.15,85.37,1.62,88.33,83.33,0.92,0.01,0.92,0.9
RBF48,96.67,100.0,98.33,0.0,98.33,98.33,1.0,0.0,1.0,1.0
RBF49,87.04,100.0,93.52,1.3,95.0,91.67,0.99,0.01,1.0,0.98
RBF50,93.33,100.0,96.67,1.67,98.33,93.33,1.0,0.01,1.0,0.97
RBF51,76.67,100.0,88.33,0.83,90.0,86.67,1.0,0.0,1.0,1.0
RBF52,88.15,100.0,94.07,1.69,95.0,90.0,1.0,0.0,1.0,0.99
RBF53,84.81,100.0,92.41,0.88,93.33,91.67,1.0,0.0,1.0,1.0
RBF54,79.26,100.0,89.63,0.73,90.0,88.33,1.0,0.0,1.0,1.0
RBF55,89.26,100.0,94.63,1.39,96.67,93.33,1.0,0.0,1.0,1.0
RBF56,82.59,100.0,91.3,1.11,93.33,90.0,0.98,0.01,1.0,0.97
RBF57,80.37,100.0,90.19,1.76,91.67,86.67,1.0,0.0,1.0,1.0
RBF58,96.67,95.93,96.3,0.73,96.67,95.0,0.99,0.01,1.0,0.97
RBF59,87.04,90.37,88.7,1.39,90.0,86.67,0.88,0.01,0.9,0.86
RBF60,93.33,91.85,92.59,2.52,96.67,90.0,0.93,0.02,0.97,0.91
RBF61,76.67,91.48,84.07,0.88,85.0,83.33,0.93,0.02,0.95,0.9
RBF62,88.15,87.41,87.78,0.83,88.33,86.67,0.92,0.0,0.93,0.92
RBF63,84.81,83.33,84.07,2.06,86.67,81.67,0.9,0.02,0.91,0.87
RBF64,79.26,89.26,84.26,1.21,86.67,83.33,0.91,0.01,0.92,0.9
RBF65,89.26,97.04,93.15,1.3,95.0,91.67,0.96,0.01,0.97,0.94
RBF66,82.59,79.63,81.11,2.36,85.0,78.33,0.85,0.02,0.88,0.83
RBF67,80.37,85.93,83.15,1.3,85.0,81.67,0.88,0.02,0.93,0.86
RBF68,93.33,7.78,50.56,1.18,51.67,48.33,0.58,0.03,0.62,0.54
RBF69,76.67,17.78,47.22,1.44,50.0,45.0,0.5,0.01,0.51,0.48
RBF70,88.15,22.59,55.37,1.39,58.33,53.33,0.53,0.01,0.54,0.51
RBF71,84.81,7.41,46.11,1.67,48.33,45.0,0.4,0.01,0.42,0.38
RBF72,79.26,14.44,46.85,3.27,53.33,45.0,0.48,0.01,0.49,0.46
RBF73,89.26,22.59,55.93,1.21,58.33,55.0,0.56,0.03,0.61,0.52
RBF74,82.59,21.11,51.85,2.82,56.67,50.0,0.56,0.01,0.58,0.54
RBF75,80.37,23.7,52.04,2.0,55.0,48.33,0.5,0.01,0.51,0.47
RBF76,93.33,36.67,65.0,1.67,66.67,61.67,0.77,0.04,0.83,0.72
RBF77,76.67,34.81,55.74,2.22,58.33,51.67,0.64,0.01,0.66,0.62
RBF78,88.15,16.67,52.41,1.21,53.33,50.0,0.55,0.01,0.56,0.52
RBF79,84.81,1.48,43.15,2.27,48.33,41.67,0.46,0.02,0.49,0.43
RBF80,79.26,12.59,45.93,3.64,51.67,41.67,0.46,0.0,0.47,0.46
RBF81,89.26,7.78,48.52,2.12,51.67,46.67,0.49,0.02,0.52,0.46
RBF82,82.59,25.19,53.89,1.86,58.33,51.67,0.5,0.02,0.52,0.47
RBF83,80.37,27.41,53.89,2.5,58.33,50.0,0.59,0.02,0.62,0.57
RBF84,88.15,21.11,54.63,0.73,55.0,53.33,0.52,0.01,0.53,0.51
RBF85,84.81,18.15,51.48,1.94,55.0,50.0,0.57,0.02,0.61,0.55
RBF86,79.26,14.81,47.04,1.82,50.0,45.0,0.42,0.01,0.44,0.41
RBF87,89.26,20.37,54.81,1.94,58.33,51.67,0.56,0.02,0.6,0.54
RBF88,82.59,19.26,50.93,4.57,56.67,45.0,0.53,0.04,0.6,0.47
RBF89,80.37,25.93,53.15,2.42,58.33,50.0,0.55,0.02,0.58,0.52
RBF90,84.81,34.81,59.81,5.49,70.0,55.0,0.76,0.01,0.78,0.74
RBF91,79.26,30.0,54.63,3.31,60.0,51.67,0.59,0.01,0.59,0.58
RBF92,89.26,12.59,50.93,1.47,53.33,48.33,0.54,0.01,0.56,0.52
RBF93,82.59,20.0,51.3,1.82,53.33,48.33,0.57,0.03,0.62,0.54
RBF94,80.37,19.26,49.81,1.3,51.67,48.33,0.48,0.04,0.52,0.4
RBF95,79.26,50.74,65.0,4.08,71.67,61.67,0.72,0.01,0.72,0.7
RBF96,89.26,22.96,56.11,1.67,58.33,53.33,0.64,0.03,0.67,0.58
RBF97,82.59,20.37,51.48,2.56,55.0,48.33,0.51,0.06,0.62,0.43
RBF98,80.37,23.7,52.04,1.62,55.0,50.0,0.53,0.02,0.56,0.5
RBF99,89.26,7.41,48.33,1.67,51.67,46.67,0.45,0.03,0.49,0.41
RBF100,82.59,33.7,58.15,1.76,60.0,55.0,0.58,0.0,0.59,0.58
RBF101,80.37,25.93,53.15,1.3,55.0,51.67,0.56,0.03,0.61,0.53
RBF102,89.26,30.74,60.0,1.44,61.67,58.33,0.65,0.02,0.68,0.62
