Model,Average TNR,Average TPR,Average Test Score,Standard Deviation,Max Test Score,Min Test Score,Average AUC,AUC STD,Max AUC,Min AUC
RBF1,97.41,70.74,84.07,7.46,90.0,65.0,0.92,0.02,0.94,0.86
RBF2,97.41,88.52,92.96,4.7,96.67,81.67,0.99,0.01,1.0,0.97
RBF3,97.41,65.93,81.67,3.12,86.67,78.33,0.93,0.03,0.96,0.88
RBF4,97.41,82.59,90.0,2.04,91.67,85.0,0.94,0.02,0.97,0.92
RBF5,97.41,44.07,70.74,2.37,73.33,66.67,0.79,0.02,0.83,0.76
RBF6,97.78,56.67,77.22,2.36,81.67,73.33,0.88,0.02,0.9,0.84
RBF7,97.41,97.04,97.22,0.83,98.33,96.67,1.0,0.01,1.0,0.98
RBF8,97.41,78.15,87.78,3.0,95.0,85.0,0.89,0.02,0.94,0.87
RBF9,97.78,76.3,87.04,2.61,93.33,85.0,0.96,0.02,0.99,0.93
RBF10,90.0,81.48,85.74,1.69,88.33,83.33,0.93,0.02,0.95,0.88
RBF11,84.81,77.04,80.93,1.21,81.67,78.33,0.89,0.0,0.89,0.88
RBF12,97.41,100.0,98.7,1.11,100.0,96.67,1.0,0.0,1.0,1.0
RBF13,97.41,100.0,98.7,1.11,100.0,96.67,1.0,0.01,1.0,0.97
RBF14,97.78,99.63,98.7,1.11,100.0,96.67,1.0,0.0,1.0,1.0
RBF15,90.0,97.04,93.52,0.56,95.0,93.33,0.97,0.01,1.0,0.96
RBF16,84.81,100.0,92.41,1.21,95.0,91.67,0.99,0.0,1.0,0.99
RBF17,86.3,96.67,91.48,1.76,93.33,88.33,0.98,0.01,0.99,0.97
RBF18,97.41,100.0,98.7,1.11,100.0,96.67,1.0,0.0,1.0,1.0
RBF19,97.41,100.0,98.7,1.11,100.0,96.67,1.0,0.01,1.0,0.97
RBF20,97.78,100.0,98.89,0.83,100.0,98.33,1.0,0.0,1.0,1.0
RBF21,90.0,99.26,94.63,0.73,95.0,93.33,1.0,0.0,1.0,0.99
RBF22,84.81,100.0,92.41,1.21,95.0,91.67,1.0,0.0,1.0,0.99
RBF23,86.3,100.0,93.15,1.76,95.0,90.0,1.0,0.0,1.0,1.0
RBF24,97.41,100.0,98.7,1.11,100.0,96.67,1.0,0.0,1.0,1.0
RBF25,97.41,100.0,98.7,1.11,100.0,96.67,1.0,0.01,1.0,0.97
RBF26,97.78,100.0,98.89,0.83,100.0,98.33,1.0,0.0,1.0,1.0
RBF27,90.0,100.0,95.0,0.0,95.0,95.0,1.0,0.0,1.0,1.0
RBF28,84.81,98.89,91.85,1.76,95.0,90.0,0.99,0.0,1.0,0.99
RBF29,86.3,100.0,93.15,1.76,95.0,90.0,1.0,0.0,1.0,1.0
RBF30,75.19,100.0,87.59,0.88,88.33,86.67,0.98,0.01,0.99,0.95
RBF31,97.41,100.0,98.7,1.11,100.0,96.67,1.0,0.0,1.0,1.0
