Model,Average TNR,Average TPR,Average Test Score,Standard Deviation,Max Test Score,Min Test Score
RBF,83.6,69.27,76.43,1.8,79.5,72.83
LINEAR,86.63,48.2,67.42,1.51,69.67,65.5
RBF2,81.07,76.4,78.73,2.83,82.0,74.17
LINEAR2,80.43,77.77,79.1,2.28,82.5,76.33
OLD,92.73,28.2,60.47,0.82,62.17,59.5
