Model,Average TNR,Average TPR,Average Test Score,Standard Deviation,Max Test Score,Min Test Score,Average AUC,AUC STD,Max AUC,Min AUC
RBF1,67.0,67.0,67.0,5.87,75.0,60.0,0.74,0.03,0.78,0.67
RBF2,94.0,73.0,83.5,5.3,90.0,75.0,0.96,0.02,0.99,0.92
RBF3,88.0,83.0,85.5,5.99,95.0,75.0,0.94,0.03,0.98,0.9
RBF4,76.0,70.0,73.0,4.22,80.0,65.0,0.8,0.03,0.83,0.74
RBF5,89.0,100.0,94.5,2.84,100.0,90.0,1.0,0.0,1.0,0.99
RBF6,72.0,97.0,84.5,4.38,90.0,80.0,0.95,0.03,0.98,0.9
RBF7,63.0,60.0,61.5,5.3,70.0,50.0,0.7,0.02,0.74,0.66
RBF8,83.0,77.0,80.0,2.36,85.0,75.0,0.9,0.02,0.93,0.87
RBF9,98.0,37.0,67.5,3.54,75.0,65.0,0.94,0.01,0.96,0.92
RBF10,73.0,92.0,82.5,7.55,90.0,70.0,0.93,0.04,1.0,0.89
RBF11,60.0,93.0,76.5,3.37,80.0,70.0,0.9,0.01,0.91,0.88
RBF12,85.0,90.0,87.5,3.54,90.0,80.0,0.94,0.03,0.98,0.91
RBF13,69.0,52.0,60.5,5.5,70.0,55.0,0.6,0.03,0.66,0.55
RBF14,57.0,55.0,56.0,4.59,65.0,50.0,0.6,0.01,0.63,0.59
RBF15,83.0,46.0,64.5,5.99,75.0,55.0,0.79,0.03,0.87,0.76
RBF16,50.0,53.0,51.5,7.84,60.0,40.0,0.54,0.01,0.56,0.52
RBF17,90.0,29.0,59.5,4.97,65.0,55.0,0.81,0.04,0.87,0.78
RBF18,76.0,68.0,72.0,3.5,75.0,65.0,0.8,0.03,0.84,0.75
RBF19,60.0,64.0,62.0,7.53,70.0,50.0,0.6,0.03,0.65,0.57
RBF20,77.0,36.0,56.5,4.12,65.0,50.0,0.56,0.02,0.6,0.54
RBF21,73.0,40.0,56.5,6.26,70.0,50.0,0.6,0.03,0.64,0.55
RBF22,53.0,58.0,55.5,2.84,60.0,50.0,0.52,0.05,0.58,0.46
RBF23,71.0,31.0,51.0,4.59,60.0,45.0,0.54,0.03,0.6,0.5
RBF24,77.0,36.0,56.5,4.74,65.0,50.0,0.57,0.03,0.62,0.53
RBF25,90.0,23.0,56.5,2.42,60.0,55.0,0.8,0.03,0.87,0.76
RBF26,65.0,54.0,59.5,4.97,65.0,50.0,0.58,0.02,0.62,0.55
RBF27,71.0,51.0,61.0,3.94,65.0,55.0,0.63,0.02,0.66,0.61
LINEAR1,30.0,96.0,63.0,6.32,75.0,60.0,0.73,0.05,0.79,0.68
LINEAR2,39.0,97.0,68.0,10.33,85.0,55.0,0.84,0.06,0.92,0.74
LINEAR3,54.0,97.0,75.5,3.69,80.0,70.0,0.88,0.03,0.92,0.82
LINEAR4,40.0,94.0,67.0,4.22,75.0,60.0,0.73,0.05,0.8,0.68
LINEAR5,25.0,100.0,62.5,15.32,90.0,50.0,0.89,0.05,0.98,0.81
LINEAR6,44.0,99.0,71.5,3.37,80.0,70.0,0.81,0.06,0.9,0.7
LINEAR7,35.0,82.0,58.5,11.07,75.0,45.0,0.79,0.03,0.83,0.74
LINEAR8,40.0,98.0,69.0,16.3,90.0,55.0,0.94,0.03,0.99,0.9
LINEAR9,100.0,81.0,90.5,13.01,100.0,65.0,1.0,0.0,1.0,1.0
LINEAR10,30.0,99.0,64.5,9.56,85.0,60.0,0.8,0.03,0.84,0.76
LINEAR11,42.0,98.0,70.0,0.0,70.0,70.0,0.87,0.03,0.93,0.85
