Model,Average TNR,Average TPR,Average Test Score,Standard Deviation,Max Test Score,Min Test Score
RBF_LQP1,67.67,95.78,81.72,2.6,85.17,77.5
RBF_SQP,71.33,84.19,77.76,4.89,80.83,65.17
RBF_LQP2,54.19,71.7,62.94,1.57,65.17,59.67
LINEAR_LQP1,79.44,93.41,86.43,2.66,88.5,82.67
LINEAR_SQP,73.81,85.0,79.41,4.7,83.0,71.33
LINEAR_LQP2,55.93,68.89,62.41,2.36,65.5,59.17
OLD_LQP1,88.0,82.33,85.17,0.0,85.17,85.17
OLD_SQP,0.0,100.0,50.0,0.0,50.0,50.0
OLD_LQP2,37.67,73.67,55.67,0.0,55.67,55.67
