Model,Average TNR,Average TPR,Average Test Score,Standard Deviation,Max Test Score,Min Test Score,Average AUC,AUC STD,Max AUC,Min AUC
RBF1,82.59,64.07,73.33,3.44,78.33,68.33,0.85,0.03,0.89,0.8
RBF2,81.85,96.3,89.07,5.78,96.67,83.33,0.96,0.04,1.0,0.9
RBF3,82.22,55.56,68.89,4.56,75.0,61.67,0.72,0.02,0.75,0.67
RBF4,90.0,95.56,92.78,4.17,98.33,86.67,0.98,0.02,1.0,0.96
RBF5,59.63,88.15,73.89,9.68,86.67,63.33,0.86,0.04,0.9,0.79
RBF6,90.0,68.15,79.07,5.34,85.0,70.0,0.91,0.01,0.93,0.89
RBF7,87.41,97.04,92.22,6.01,100.0,85.0,0.98,0.02,1.0,0.96
RBF8,90.74,80.74,85.74,6.24,93.33,73.33,0.93,0.04,0.97,0.85
RBF9,94.07,62.96,78.52,4.03,83.33,73.33,0.92,0.03,0.96,0.87
RBF10,94.07,64.44,79.26,6.02,88.33,70.0,0.93,0.02,0.95,0.9
RBF11,74.44,84.07,79.26,2.65,85.0,76.67,0.88,0.02,0.91,0.84
RBF12,85.93,97.04,91.48,4.37,98.33,85.0,0.98,0.02,1.0,0.96
RBF13,92.59,91.85,92.22,3.82,98.33,86.67,0.98,0.02,1.0,0.94
RBF14,95.19,95.19,95.19,3.17,100.0,90.0,0.99,0.01,1.0,0.97
RBF15,95.93,81.48,88.7,5.12,95.0,83.33,0.97,0.02,1.0,0.94
RBF16,88.89,90.37,89.63,3.31,93.33,85.0,0.97,0.02,0.99,0.92
RBF17,84.07,68.52,76.3,2.61,80.0,73.33,0.87,0.01,0.88,0.85
RBF18,79.63,97.04,88.33,5.77,96.67,81.67,0.98,0.01,1.0,0.96
RBF19,84.44,94.44,89.44,5.59,96.67,78.33,0.97,0.01,0.99,0.95
RBF20,96.67,90.74,93.7,3.89,100.0,88.33,0.98,0.01,1.0,0.95
RBF21,97.04,84.81,90.93,4.57,96.67,83.33,0.98,0.01,1.0,0.95
RBF22,90.74,91.85,91.3,1.82,93.33,88.33,0.97,0.01,0.99,0.95
RBF23,90.74,78.52,84.63,3.98,90.0,80.0,0.93,0.02,0.96,0.89
RBF24,82.22,98.52,90.37,5.88,100.0,85.0,0.99,0.01,1.0,0.97
RBF25,86.67,95.19,90.93,3.83,95.0,83.33,0.98,0.01,0.99,0.96
RBF26,95.56,90.0,92.78,4.41,100.0,85.0,0.98,0.02,1.0,0.94
RBF27,94.44,90.74,92.59,4.01,98.33,86.67,0.98,0.02,1.0,0.95
RBF28,94.81,87.41,91.11,4.41,98.33,86.67,0.97,0.03,1.0,0.91
RBF29,91.48,85.93,88.7,4.77,95.0,83.33,0.96,0.03,0.99,0.91
RBF30,92.59,57.41,75.0,4.79,81.67,68.33,0.91,0.04,0.96,0.86
RBF31,80.0,99.26,89.63,7.21,100.0,83.33,0.98,0.01,1.0,0.97
RBF32,94.07,92.22,93.15,3.17,98.33,88.33,0.99,0.01,1.0,0.98
