Model,Average TNR,Average TPR,Average Test Score,Standard Deviation,Max Test Score,Min Test Score
RBF,83.4,69.2,76.3,2.01,78.5,71.33
LINEAR,90.37,45.5,67.93,1.55,69.5,64.5
RBF2,77.5,78.23,77.87,2.79,80.0,71.0
LINEAR2,77.5,80.0,78.75,2.72,83.67,74.5
OLD,95.53,26.27,60.9,1.0,62.67,59.5
