Model,Average TNR,Average TPR,Average Test Score,Standard Deviation,Max Test Score,Min Test Score
RBF,84.43,67.57,76.0,1.99,79.33,72.67
LINEAR,91.03,45.77,68.4,1.34,70.5,66.33
RBF2,79.1,76.67,77.88,2.33,81.17,75.5
LINEAR2,78.8,74.27,76.53,3.51,83.83,73.17
OLD,94.43,27.33,60.88,0.95,62.17,59.0
