Model,Average TNR,Average TPR,Average Test Score,Standard Deviation,Max Test Score,Min Test Score
RBF1,99.26,55.93,77.59,3.45,83.33,71.67
RBF2,99.26,95.93,97.59,1.21,98.33,95.0
RBF3,89.26,64.81,77.04,2.61,80.0,73.33
RBF4,99.63,97.41,98.52,1.0,100.0,96.67
RBF5,87.04,93.7,90.37,2.0,93.33,86.67
RBF6,90.37,60.74,75.56,8.16,83.33,58.33
RBF7,99.26,100.0,99.63,0.73,100.0,98.33
RBF8,90.37,96.3,93.33,3.0,96.67,86.67
RBF9,88.89,85.56,87.22,7.02,93.33,71.67
RBF10,87.78,78.89,83.33,5.89,90.0,70.0
RBF11,62.22,92.96,77.59,7.32,85.0,65.0
RBF12,91.11,100.0,95.56,1.67,96.67,91.67
RBF13,92.59,100.0,96.3,2.17,98.33,93.33
RBF14,90.0,99.26,94.63,5.39,100.0,86.67
RBF15,87.04,99.63,93.33,3.54,96.67,86.67
RBF16,77.41,98.52,87.96,4.31,93.33,80.0
RBF17,78.15,88.52,83.33,4.71,90.0,76.67
RBF18,95.93,100.0,97.96,1.39,100.0,96.67
RBF19,89.63,100.0,94.81,3.17,98.33,88.33
RBF20,90.74,99.63,95.19,5.68,100.0,86.67
RBF21,88.15,100.0,94.07,3.64,98.33,86.67
RBF22,73.33,100.0,86.67,4.56,93.33,78.33
RBF23,87.04,98.89,92.96,4.47,96.67,83.33
RBF24,95.56,98.52,97.04,2.0,100.0,93.33
RBF25,93.33,97.78,95.56,2.04,98.33,93.33
RBF26,92.96,97.78,95.37,6.6,100.0,85.0
RBF27,90.37,97.41,93.89,4.41,98.33,86.67
RBF28,67.41,100.0,83.7,6.33,90.0,73.33
RBF29,82.22,100.0,91.11,5.95,96.67,80.0
RBF30,76.67,84.81,80.74,8.54,90.0,65.0
RBF31,97.04,98.15,97.59,1.69,100.0,95.0
RBF32,93.33,98.15,95.74,2.52,98.33,91.67
RBF33,91.48,98.89,95.19,6.09,100.0,86.67
RBF34,75.93,99.63,87.78,4.17,95.0,80.0
RBF35,75.56,99.63,87.59,4.8,93.33,78.33
RBF36,89.26,99.63,94.44,4.17,98.33,85.0
RBF37,83.33,100.0,91.67,8.74,98.33,75.0
RBF38,75.56,74.44,75.0,6.67,85.0,65.0
RBF39,95.93,100.0,97.96,1.11,100.0,96.67
RBF40,83.33,100.0,91.67,5.59,96.67,81.67
RBF41,92.22,99.63,95.93,5.41,100.0,88.33
RBF42,90.37,99.63,95.0,3.23,98.33,90.0
RBF43,75.93,100.0,87.96,4.77,93.33,78.33
RBF44,91.11,100.0,95.56,3.23,98.33,88.33
RBF45,85.19,97.78,91.48,8.27,98.33,73.33
RBF46,81.48,95.56,88.52,8.39,96.67,75.0
RBF47,59.63,88.15,73.89,9.5,85.0,60.0
RBF48,84.07,100.0,92.04,4.91,96.67,83.33
RBF49,90.37,100.0,95.19,1.76,98.33,93.33
RBF50,89.26,100.0,94.63,6.28,100.0,85.0
RBF51,90.37,100.0,95.19,2.56,98.33,90.0
RBF52,73.7,99.63,86.67,4.71,91.67,76.67
RBF53,78.15,99.63,88.89,6.4,96.67,76.67
RBF54,78.15,98.52,88.33,11.21,98.33,68.33
RBF55,64.44,98.89,81.67,13.23,95.0,60.0
RBF56,56.67,99.63,78.15,9.98,91.67,60.0
RBF57,91.48,73.7,82.59,10.31,95.0,66.67
RBF58,87.41,91.11,89.26,4.8,93.33,78.33
RBF59,89.26,55.56,72.41,7.27,85.0,61.67
RBF60,91.11,65.93,78.52,9.37,90.0,66.67
RBF61,87.78,72.59,80.19,4.52,85.0,73.33
RBF62,55.93,97.04,76.48,8.39,86.67,63.33
RBF63,63.7,87.78,75.74,9.51,86.67,61.67
RBF64,63.33,86.67,75.0,9.61,85.0,61.67
RBF65,76.67,70.74,73.7,6.55,80.0,61.67
RBF66,46.3,85.19,65.74,7.91,75.0,51.67
RBF67,85.56,67.41,76.48,8.01,83.33,63.33
RBF68,78.89,32.59,55.74,2.06,58.33,53.33
RBF69,82.96,35.93,59.44,3.33,65.0,55.0
RBF70,58.89,51.85,55.37,3.61,60.0,50.0
RBF71,56.3,57.78,57.04,2.0,61.67,55.0
RBF72,51.85,42.22,47.04,2.47,51.67,45.0
RBF73,71.11,32.22,51.67,2.2,55.0,48.33
RBF74,55.56,52.59,54.07,4.5,60.0,46.67
RBF75,70.37,37.78,54.07,3.24,60.0,48.33
RBF76,86.67,44.44,65.56,5.0,70.0,55.0
RBF77,86.67,28.15,57.41,3.02,63.33,53.33
RBF78,68.89,50.74,59.81,3.48,63.33,53.33
RBF79,58.89,59.26,59.07,3.34,63.33,53.33
RBF80,65.19,34.81,50.0,2.36,53.33,45.0
RBF81,57.41,54.44,55.93,1.88,60.0,53.33
RBF82,40.37,64.81,52.59,5.08,60.0,43.33
RBF83,60.0,50.37,55.19,3.95,61.67,50.0
RBF84,64.07,54.07,59.07,4.01,65.0,51.67
RBF85,66.67,66.3,66.48,2.56,70.0,61.67
RBF86,55.93,52.22,54.07,4.18,61.67,50.0
RBF87,78.15,30.0,54.07,4.01,60.0,50.0
RBF88,37.04,57.78,47.41,4.01,51.67,40.0
RBF89,70.37,53.33,61.85,3.48,68.33,56.67
RBF90,58.89,72.96,65.93,5.14,71.67,58.33
RBF91,57.78,68.89,63.33,4.56,68.33,55.0
RBF92,81.48,28.89,55.19,4.96,63.33,50.0
RBF93,42.22,67.04,54.63,1.11,56.67,53.33
RBF94,72.96,38.52,55.74,4.87,63.33,50.0
RBF95,59.26,67.78,63.52,5.68,70.0,55.0
RBF96,71.11,52.59,61.85,5.36,71.67,56.67
RBF97,51.48,70.37,60.93,2.06,63.33,58.33
RBF98,74.07,41.85,57.96,2.86,61.67,53.33
RBF99,70.74,50.0,60.37,2.74,61.67,53.33
RBF100,48.15,65.93,57.04,3.09,60.0,51.67
RBF101,73.33,35.93,54.63,3.31,60.0,48.33
RBF102,77.41,40.0,58.7,2.47,63.33,55.0
RBF103,51.48,68.89,60.19,4.89,68.33,51.67
RBF104,77.04,44.07,60.56,1.86,63.33,58.33
RBF105,58.52,71.11,64.81,3.48,70.0,58.33
RBF106,71.48,42.59,57.04,2.74,61.67,53.33
LINEAR1,97.41,73.7,85.56,5.0,91.67,78.33
LINEAR2,99.26,82.96,91.11,2.2,93.33,86.67
LINEAR3,78.15,77.04,77.59,2.9,81.67,75.0
LINEAR4,100.0,77.04,88.52,3.95,93.33,81.67
LINEAR5,92.22,53.7,72.96,4.39,80.0,66.67
LINEAR6,96.67,37.41,67.04,3.71,71.67,60.0
LINEAR7,100.0,91.11,95.56,0.83,96.67,95.0
