Model,Average TNR,Average TPR,Average Test Score,Standard Deviation,Max Test Score,Min Test Score
RBF_LQP1,93.22,94.74,93.98,0.46,94.5,93.0
RBF_SQP,87.56,84.7,86.13,1.25,88.33,84.83
RBF_LQP2,87.81,17.0,52.41,1.12,54.33,50.5
LINEAR_LQP1,90.48,90.41,90.44,3.8,94.5,86.33
LINEAR_SQP,83.85,42.59,63.22,0.49,63.83,62.5
LINEAR_LQP2,82.63,26.52,54.57,2.28,57.0,51.67
OLD_LQP1,94.67,83.67,89.17,0.0,89.17,89.17
OLD_SQP,46.33,57.0,51.67,0.0,51.67,51.67
OLD_LQP2,46.33,66.67,56.5,0.0,56.5,56.5
