Model,Average TNR,Average TPR,Average Test Score,Standard Deviation,Max Test Score,Min Test Score
RBF_LQP1,89.0,96.37,92.69,0.96,93.67,90.83
RBF_SQP,88.04,81.78,84.91,4.33,88.0,74.0
RBF_LQP2,95.11,24.41,59.76,1.2,62.0,58.33
LINEAR_LQP1,90.44,95.07,92.76,0.75,94.17,91.83
LINEAR_SQP,85.52,73.07,79.3,2.86,82.33,74.33
LINEAR_LQP2,96.85,21.22,59.04,1.86,62.17,56.5
OLD_LQP1,94.67,83.67,89.17,0.0,89.17,89.17
OLD_SQP,46.33,57.0,51.67,0.0,51.67,51.67
OLD_LQP2,46.33,66.67,56.5,0.0,56.5,56.5
