Model,Average TNR,Average TPR,Average Test Score,Standard Deviation,Max Test Score,Min Test Score
RBF_LQP1,77.85,98.22,88.04,1.52,91.33,86.5
RBF_SQP,92.96,66.67,79.81,1.43,81.5,77.17
RBF_LQP2,85.78,46.52,66.15,1.01,68.17,64.5
LINEAR_LQP1,73.15,98.56,85.85,4.23,92.0,79.0
LINEAR_SQP,96.41,50.07,73.24,1.7,76.0,70.0
LINEAR_LQP2,82.74,50.81,66.78,0.73,68.17,65.67
OLD_LQP1,85.33,89.67,87.5,0.0,87.5,87.5
OLD_SQP,0.0,100.0,50.0,0.0,50.0,50.0
OLD_LQP2,32.0,80.67,56.33,0.0,56.33,56.33
