Model,Average TNR,Average TPR,Average Test Score,Standard Deviation,Max Test Score,Min Test Score
RBF,84.53,70.63,77.58,1.67,81.5,75.83
LINEAR,82.93,53.5,68.22,1.7,71.5,64.5
RBF2,84.13,79.57,81.85,1.41,83.83,79.67
LINEAR2,82.6,79.63,81.12,1.25,82.83,79.67
OLD,90.3,31.57,60.93,0.86,62.67,59.83
