Model,Average TNR,Average TPR,Average Test Score,Standard Deviation,Max Test Score,Min Test Score
RBF,83.0,71.07,77.03,1.39,79.67,75.33
LINEAR,86.7,44.93,65.82,1.21,67.83,64.17
RBF2,83.57,80.7,82.13,2.17,84.5,76.67
LINEAR2,82.53,80.83,81.68,1.51,84.17,78.5
OLD,90.77,31.37,61.07,0.96,62.83,59.83
