Model,Average TNR,Average TPR,Average Test Score,Standard Deviation,Max Test Score,Min Test Score,Average AUC,AUC STD,Max AUC,Min AUC
RBF1,100.0,64.81,82.41,4.65,90.0,76.67,0.95,0.03,0.98,0.91
RBF2,100.0,92.22,96.11,1.67,98.33,93.33,1.0,0.0,1.0,1.0
RBF3,91.48,63.33,77.41,2.9,83.33,73.33,0.88,0.01,0.89,0.87
RBF4,100.0,98.15,99.07,0.88,100.0,98.33,1.0,0.0,1.0,1.0
RBF5,91.48,88.15,89.81,1.94,91.67,86.67,0.94,0.0,0.95,0.93
RBF6,96.3,61.48,78.89,2.36,81.67,76.67,0.96,0.01,0.98,0.95
RBF7,100.0,98.15,99.07,0.88,100.0,98.33,1.0,0.0,1.0,1.0
RBF8,91.48,93.33,92.41,1.69,95.0,90.0,0.94,0.0,0.95,0.94
RBF9,96.3,83.33,89.81,3.86,93.33,83.33,0.98,0.0,0.99,0.98
RBF10,85.93,84.81,85.37,3.09,90.0,80.0,0.94,0.01,0.96,0.93
RBF11,88.15,81.85,85.0,7.41,95.0,76.67,0.95,0.03,0.98,0.91
RBF12,100.0,97.78,98.89,1.18,100.0,96.67,1.0,0.0,1.0,1.0
RBF13,91.48,100.0,95.74,1.69,98.33,93.33,1.0,0.0,1.0,1.0
RBF14,96.3,100.0,98.15,0.56,98.33,96.67,1.0,0.0,1.0,1.0
RBF15,85.93,100.0,92.96,0.73,93.33,91.67,1.0,0.0,1.0,0.99
RBF16,88.15,100.0,94.07,2.06,98.33,91.67,1.0,0.0,1.0,0.99
RBF17,90.0,91.85,90.93,3.13,95.0,86.67,0.97,0.01,0.99,0.96
RBF18,100.0,96.3,98.15,1.76,100.0,96.67,1.0,0.0,1.0,1.0
RBF19,91.48,100.0,95.74,1.69,98.33,93.33,1.0,0.0,1.0,1.0
RBF20,96.3,100.0,98.15,0.56,98.33,96.67,1.0,0.0,1.0,1.0
RBF21,85.93,100.0,92.96,0.73,93.33,91.67,1.0,0.0,1.0,0.99
RBF22,88.15,100.0,94.07,2.06,98.33,91.67,1.0,0.0,1.0,1.0
RBF23,90.0,100.0,95.0,2.36,98.33,91.67,1.0,0.0,1.0,0.99
RBF24,100.0,98.89,99.44,0.83,100.0,98.33,1.0,0.0,1.0,1.0
RBF25,91.48,100.0,95.74,1.69,98.33,93.33,1.0,0.0,1.0,1.0
RBF26,96.3,100.0,98.15,0.56,98.33,96.67,1.0,0.0,1.0,1.0
RBF27,85.93,100.0,92.96,0.73,93.33,91.67,1.0,0.0,1.0,0.99
