Model,Average TNR,Average TPR,Average Test Score,Standard Deviation,Max Test Score,Min Test Score
RBF1,92.96,67.78,80.37,4.84,86.67,73.33
RBF2,99.63,86.3,92.96,2.61,96.67,88.33
RBF3,90.74,52.96,71.85,6.37,78.33,60.0
RBF4,96.3,91.48,93.89,1.86,96.67,90.0
RBF5,91.11,70.0,80.56,3.44,86.67,76.67
RBF6,81.85,79.26,80.56,3.12,86.67,75.0
RBF7,90.37,98.52,94.44,4.17,98.33,85.0
RBF8,82.96,94.81,88.89,2.76,93.33,83.33
RBF9,77.78,93.33,85.56,3.54,90.0,78.33
RBF10,88.15,69.26,78.7,5.32,86.67,71.67
RBF11,86.67,60.74,73.7,2.74,76.67,68.33
RBF12,90.74,95.19,92.96,3.09,96.67,86.67
RBF13,80.0,96.67,88.33,4.33,93.33,78.33
RBF14,85.19,94.07,89.63,4.47,96.67,83.33
RBF15,95.56,88.89,92.22,6.07,100.0,83.33
RBF16,90.74,77.41,84.07,9.02,95.0,68.33
RBF17,83.7,75.19,79.44,9.35,90.0,60.0
RBF18,89.63,97.04,93.33,3.12,96.67,86.67
RBF19,87.04,95.93,91.48,2.69,95.0,86.67
RBF20,84.81,90.74,87.78,6.01,95.0,76.67
RBF21,94.07,81.48,87.78,7.59,96.67,78.33
RBF22,93.33,67.41,80.37,11.39,93.33,65.0
RBF23,85.93,77.78,81.85,8.68,93.33,66.67
RBF24,87.78,97.41,92.59,3.92,96.67,85.0
RBF25,84.81,98.89,91.85,3.17,95.0,85.0
RBF26,87.04,96.67,91.85,3.38,95.0,88.33
RBF27,97.41,76.3,86.85,6.26,95.0,78.33
RBF28,93.7,72.96,83.33,6.07,88.33,75.0
RBF29,84.07,82.59,83.33,8.16,91.67,71.67
RBF30,74.81,70.0,72.41,9.65,81.67,55.0
RBF31,87.04,99.26,93.15,3.17,96.67,86.67
RBF32,87.04,98.89,92.96,1.62,95.0,90.0
RBF33,82.22,99.26,90.74,4.65,95.0,80.0
RBF34,93.33,92.96,93.15,4.52,98.33,85.0
RBF35,90.74,91.48,91.11,4.33,95.0,85.0
RBF36,89.63,87.41,88.52,4.29,95.0,81.67
RBF37,83.33,81.48,82.41,6.3,88.33,70.0
RBF38,82.22,66.67,74.44,6.4,81.67,65.0
RBF39,86.3,100.0,93.15,2.69,96.67,88.33
RBF40,80.37,100.0,90.19,3.27,93.33,83.33
RBF41,85.93,100.0,92.96,3.31,96.67,85.0
RBF42,88.89,99.26,94.07,3.24,96.67,88.33
RBF43,92.96,93.7,93.33,4.25,96.67,86.67
RBF44,86.3,91.11,88.7,4.91,93.33,80.0
RBF45,82.96,90.37,86.67,6.4,93.33,75.0
RBF46,82.22,82.96,82.59,10.11,95.0,68.33
RBF47,80.74,61.85,71.3,6.55,80.0,60.0
RBF48,74.81,100.0,87.41,3.02,91.67,83.33
RBF49,67.78,100.0,83.89,4.93,90.0,76.67
RBF50,81.85,99.26,90.56,4.25,93.33,80.0
RBF51,95.93,100.0,97.96,1.39,100.0,95.0
RBF52,90.74,98.15,94.44,3.33,98.33,88.33
RBF53,84.81,99.63,92.22,3.82,96.67,85.0
RBF54,80.74,98.89,89.81,5.49,95.0,80.0
RBF55,83.33,91.48,87.41,8.82,96.67,75.0
RBF56,85.19,94.44,89.81,6.74,96.67,78.33
RBF57,53.7,97.04,75.37,6.44,83.33,65.0
RBF58,90.37,96.3,93.33,1.67,95.0,90.0
RBF59,81.85,90.74,86.3,5.32,91.67,76.67
RBF60,77.41,89.63,83.52,4.29,86.67,73.33
RBF61,89.63,87.41,88.52,5.49,96.67,81.67
RBF62,84.81,79.63,82.22,3.63,86.67,78.33
RBF63,68.15,81.48,74.81,7.29,83.33,63.33
RBF64,76.67,65.93,71.3,7.54,78.33,60.0
RBF65,72.96,69.26,71.11,8.46,80.0,60.0
RBF66,79.63,59.26,69.44,7.86,80.0,55.0
RBF67,57.04,89.26,73.15,4.89,80.0,65.0
RBF68,75.93,48.15,62.04,3.51,66.67,55.0
RBF69,82.59,29.26,55.93,3.55,63.33,53.33
RBF70,79.63,33.7,56.67,5.46,65.0,50.0
RBF71,62.96,40.74,51.85,1.94,55.0,48.33
RBF72,68.89,29.63,49.26,4.01,55.0,43.33
RBF73,80.74,20.0,50.37,2.0,53.33,46.67
RBF74,76.67,23.7,50.19,3.17,55.0,43.33
RBF75,44.44,57.78,51.11,1.18,53.33,50.0
RBF76,81.11,76.67,78.89,6.35,88.33,68.33
RBF77,84.44,21.85,53.15,6.74,66.67,46.67
RBF78,83.33,41.11,62.22,5.95,70.0,55.0
RBF79,69.63,47.78,58.7,5.64,68.33,53.33
RBF80,78.89,25.56,52.22,1.44,55.0,50.0
RBF81,66.67,44.44,55.56,3.82,60.0,48.33
RBF82,76.3,26.3,51.3,2.17,53.33,46.67
RBF83,42.59,53.7,48.15,3.06,53.33,43.33
RBF84,84.44,35.56,60.0,5.0,68.33,53.33
RBF85,71.11,54.81,62.96,4.55,70.0,55.0
RBF86,74.44,44.07,59.26,3.02,65.0,55.0
RBF87,74.81,28.89,51.85,3.48,58.33,46.67
RBF88,69.63,31.85,50.74,2.78,55.0,46.67
RBF89,48.52,66.3,57.41,3.02,61.67,51.67
RBF90,72.22,51.48,61.85,3.06,65.0,55.0
RBF91,78.15,44.81,61.48,2.27,66.67,60.0
RBF92,71.11,35.19,53.15,3.48,58.33,46.67
RBF93,72.59,35.56,54.07,3.13,58.33,48.33
