Model,Average TNR,Average TPR,Average Test Score,Standard Deviation,Max Test Score,Min Test Score
RBF1,99.63,48.89,74.26,2.52,78.33,71.67
RBF2,100.0,81.11,90.56,3.0,93.33,85.0
RBF3,82.96,64.07,73.52,3.58,78.33,66.67
RBF4,100.0,72.96,86.48,1.94,90.0,85.0
RBF5,90.37,77.78,84.07,3.34,90.0,80.0
RBF6,89.26,77.04,83.15,5.17,90.0,71.67
RBF7,100.0,81.48,90.74,1.88,93.33,88.33
RBF8,87.04,87.04,87.04,4.84,96.67,80.0
RBF9,91.85,77.78,84.81,7.79,93.33,68.33
RBF10,76.3,75.93,76.11,7.68,85.0,61.67
RBF11,83.7,68.52,76.11,5.0,81.67,65.0
RBF12,100.0,95.93,97.96,0.73,98.33,96.67
RBF13,90.74,99.26,95.0,3.0,98.33,90.0
RBF14,94.81,96.3,95.56,4.71,100.0,88.33
RBF15,79.63,90.74,85.19,7.33,91.67,68.33
RBF16,86.67,90.37,88.52,5.62,93.33,76.67
RBF17,71.85,94.07,82.96,5.05,88.33,71.67
RBF18,100.0,90.0,95.0,1.86,98.33,91.67
RBF19,94.07,99.26,96.67,2.89,100.0,91.67
RBF20,93.7,98.52,96.11,4.79,100.0,88.33
RBF21,82.22,95.93,89.07,7.95,96.67,71.67
RBF22,86.3,96.67,91.48,4.67,96.67,83.33
RBF23,75.93,96.3,86.11,4.41,90.0,76.67
RBF24,100.0,99.26,99.63,0.73,100.0,98.33
RBF25,92.96,99.26,96.11,2.5,100.0,91.67
RBF26,96.3,98.52,97.41,2.06,100.0,95.0
RBF27,79.63,98.52,89.07,7.27,96.67,73.33
RBF28,88.52,96.67,92.59,4.01,96.67,85.0
RBF29,73.7,99.26,86.48,3.58,91.67,80.0
RBF30,83.7,90.74,87.22,5.71,93.33,75.0
RBF31,100.0,96.67,98.33,1.44,100.0,96.67
RBF32,88.15,100.0,94.07,2.06,96.67,91.67
RBF33,95.56,97.04,96.3,2.86,98.33,91.67
RBF34,78.52,99.63,89.07,5.6,96.67,78.33
RBF35,85.19,96.67,90.93,4.57,96.67,81.67
RBF36,76.67,98.52,87.59,4.65,95.0,80.0
RBF37,89.26,98.89,94.07,6.07,98.33,81.67
RBF38,57.78,88.15,72.96,9.38,83.33,56.67
RBF39,100.0,97.78,98.89,1.86,100.0,95.0
RBF40,86.3,99.63,92.96,1.62,95.0,90.0
RBF41,94.07,100.0,97.04,4.23,100.0,90.0
RBF42,81.48,100.0,90.74,6.24,96.67,78.33
RBF43,85.93,98.52,92.22,2.64,96.67,88.33
RBF44,76.67,100.0,88.33,3.23,95.0,85.0
RBF45,90.37,97.41,93.89,5.27,98.33,85.0
RBF46,69.26,99.26,84.26,11.99,98.33,65.0
RBF47,76.3,85.19,80.74,9.28,88.33,63.33
RBF48,98.89,100.0,99.44,1.18,100.0,96.67
RBF49,80.37,99.63,90.0,2.5,91.67,85.0
RBF50,94.81,99.63,97.22,3.44,100.0,91.67
RBF51,84.81,99.63,92.22,5.46,96.67,80.0
RBF52,83.7,95.93,89.81,5.56,96.67,78.33
RBF53,77.41,96.67,87.04,3.61,95.0,81.67
RBF54,91.48,97.04,94.26,5.21,98.33,85.0
RBF55,62.96,97.78,80.37,10.63,98.33,66.67
RBF56,74.07,98.89,86.48,12.51,98.33,68.33
RBF57,69.63,90.74,80.19,8.84,93.33,66.67
RBF58,93.33,60.37,76.85,6.37,83.33,65.0
RBF59,78.15,78.15,78.15,3.67,83.33,71.67
RBF60,82.22,83.33,82.78,5.65,90.0,75.0
RBF61,75.56,87.04,81.3,7.72,88.33,68.33
RBF62,81.85,74.81,78.33,5.07,83.33,70.0
RBF63,54.07,95.93,75.0,3.33,81.67,71.67
RBF64,76.3,79.63,77.96,4.62,83.33,68.33
RBF65,52.59,93.33,72.96,7.76,80.0,58.33
RBF66,70.74,78.52,74.63,9.01,81.67,61.67
RBF67,55.56,90.37,72.96,11.78,83.33,53.33
RBF68,77.78,51.85,64.81,2.12,68.33,61.67
RBF69,75.56,42.96,59.26,3.64,66.67,53.33
RBF70,80.0,28.52,54.26,4.09,63.33,50.0
RBF71,63.7,56.3,60.0,3.73,66.67,55.0
RBF72,72.96,41.11,57.04,2.47,61.67,53.33
RBF73,48.15,61.11,54.63,3.41,58.33,48.33
RBF74,44.81,62.96,53.89,2.89,58.33,50.0
RBF75,50.37,47.04,48.7,2.98,53.33,45.0
RBF76,87.04,68.89,77.96,5.94,83.33,65.0
RBF77,74.81,61.11,67.96,3.61,73.33,61.67
RBF78,82.59,32.59,57.59,3.64,65.0,53.33
RBF79,63.33,58.89,61.11,4.41,66.67,55.0
RBF80,67.41,58.15,62.78,2.89,68.33,58.33
RBF81,60.37,59.26,59.81,1.94,61.67,56.67
RBF82,51.11,62.96,57.04,2.74,60.0,51.67
RBF83,51.11,45.56,48.33,5.27,58.33,41.67
RBF84,83.33,30.0,56.67,4.25,63.33,51.67
RBF85,62.59,73.33,67.96,3.2,73.33,63.33
RBF86,77.78,51.11,64.44,2.5,70.0,61.67
RBF87,47.41,63.33,55.37,3.31,60.0,50.0
RBF88,69.26,42.59,55.93,3.64,63.33,51.67
RBF89,49.63,55.19,52.41,3.13,56.67,48.33
RBF90,68.52,80.0,74.26,2.37,76.67,70.0
RBF91,80.37,53.7,67.04,4.23,71.67,58.33
RBF92,57.41,57.41,57.41,2.9,61.67,53.33
RBF93,57.41,65.56,61.48,2.69,65.0,56.67
RBF94,43.33,61.85,52.59,3.24,58.33,46.67
RBF95,80.37,63.7,72.04,4.23,78.33,65.0
RBF96,61.85,58.52,60.19,3.38,63.33,55.0
RBF97,62.96,54.81,58.89,1.86,61.67,55.0
RBF98,24.07,88.15,56.11,2.64,60.0,51.67
RBF99,60.37,64.81,62.59,4.72,70.0,58.33
RBF100,68.15,54.44,61.3,4.84,68.33,55.0
RBF101,37.78,73.7,55.74,3.64,60.0,48.33
RBF102,56.67,55.93,56.3,2.32,60.0,53.33
RBF103,55.19,64.07,59.63,2.47,63.33,55.0
RBF104,61.11,48.89,55.0,2.5,58.33,51.67
RBF105,65.93,66.67,66.3,5.94,76.67,56.67
RBF106,56.67,70.37,63.52,6.53,71.67,53.33
LINEAR1,98.89,46.3,72.59,6.78,81.67,63.33
LINEAR2,99.63,83.7,91.67,4.25,96.67,83.33
LINEAR3,87.41,63.33,75.37,7.81,85.0,61.67
LINEAR4,100.0,76.67,88.33,3.12,93.33,83.33
LINEAR5,97.41,76.67,87.04,7.06,93.33,76.67
LINEAR6,97.41,55.19,76.3,8.49,88.33,63.33
LINEAR7,100.0,90.37,95.19,3.48,100.0,90.0
LINEAR8,85.56,86.3,85.93,3.45,90.0,78.33
LINEAR9,98.89,43.33,71.11,11.49,88.33,58.33
LINEAR10,81.85,70.74,76.3,6.66,83.33,63.33
LINEAR11,83.7,62.59,73.15,11.83,83.33,53.33
LINEAR12,100.0,93.33,96.67,2.2,98.33,93.33
LINEAR13,97.41,93.33,95.37,2.0,98.33,91.67
LINEAR14,99.26,93.33,96.3,2.32,98.33,91.67
LINEAR15,84.44,85.93,85.19,1.0,86.67,83.33
LINEAR16,85.56,90.37,87.96,2.32,90.0,83.33
LINEAR17,78.15,91.85,85.0,4.08,90.0,78.33
LINEAR18,100.0,90.37,95.19,1.55,96.67,93.33
LINEAR19,97.78,91.48,94.63,2.61,98.33,91.67
LINEAR20,98.15,95.93,97.04,2.86,100.0,93.33
LINEAR21,84.81,97.04,90.93,3.13,95.0,86.67
LINEAR22,82.59,93.33,87.96,3.09,91.67,83.33
LINEAR23,87.04,96.3,91.67,3.73,95.0,85.0
