Model,Average TNR,Average TPR,Average Test Score,Standard Deviation,Max Test Score,Min Test Score
RBF1,100.0,39.26,69.63,2.74,75.0,66.67
RBF2,100.0,66.3,83.15,3.58,90.0,76.67
RBF3,99.63,26.3,62.96,2.47,66.67,60.0
RBF4,100.0,81.85,90.93,2.65,95.0,86.67
RBF5,100.0,55.93,77.96,2.74,85.0,76.67
RBF6,88.89,71.85,80.37,4.39,85.0,73.33
RBF7,100.0,80.74,90.37,3.41,98.33,86.67
RBF8,100.0,61.11,80.56,5.34,88.33,73.33
RBF9,98.89,47.04,72.96,3.89,76.67,68.33
RBF10,98.89,44.44,71.67,5.4,80.0,63.33
RBF11,95.19,32.59,63.89,3.44,70.0,58.33
RBF12,100.0,91.85,95.93,2.78,100.0,91.67
RBF13,98.52,87.78,93.15,4.82,100.0,86.67
RBF14,97.41,92.96,95.19,4.75,100.0,86.67
RBF15,97.41,91.11,94.26,6.35,100.0,83.33
RBF16,98.52,80.37,89.44,8.66,98.33,75.0
RBF17,92.96,69.26,81.11,10.9,91.67,60.0
RBF18,100.0,92.96,96.48,2.82,100.0,91.67
RBF19,100.0,82.22,91.11,3.82,96.67,85.0
RBF20,97.04,97.41,97.22,3.63,100.0,90.0
RBF21,97.41,90.0,93.7,4.39,98.33,86.67
RBF22,97.78,84.44,91.11,7.82,98.33,76.67
RBF23,93.33,80.74,87.04,9.01,96.67,71.67
RBF24,100.0,92.59,96.3,2.0,100.0,93.33
RBF25,100.0,92.96,96.48,3.86,100.0,86.67
RBF26,95.19,98.89,97.04,1.82,100.0,95.0
RBF27,96.67,93.7,95.19,2.94,98.33,90.0
RBF28,98.52,88.89,93.7,3.41,98.33,86.67
RBF29,94.81,91.85,93.33,7.02,100.0,78.33
RBF30,93.7,48.15,70.93,3.24,75.0,65.0
RBF31,100.0,97.78,98.89,1.44,100.0,96.67
RBF32,100.0,85.56,92.78,3.33,98.33,88.33
RBF33,99.63,96.3,97.96,1.39,100.0,95.0
RBF34,94.81,96.3,95.56,2.64,100.0,91.67
RBF35,97.41,91.11,94.26,3.24,98.33,88.33
RBF36,95.93,94.44,95.19,4.2,100.0,88.33
RBF37,95.19,84.81,90.0,4.49,95.0,80.0
RBF38,91.48,72.59,82.04,6.0,88.33,70.0
RBF39,100.0,97.78,98.89,1.18,100.0,96.67
RBF40,100.0,84.07,92.04,2.32,96.67,88.33
RBF41,95.93,97.04,96.48,1.76,100.0,95.0
RBF42,97.04,97.41,97.22,1.67,100.0,95.0
RBF43,99.26,90.37,94.81,1.76,98.33,93.33
RBF44,97.41,93.33,95.37,2.61,100.0,91.67
RBF45,98.15,88.52,93.33,3.44,98.33,88.33
RBF46,96.3,87.41,91.85,4.89,100.0,85.0
RBF47,86.3,91.85,89.07,3.02,93.33,85.0
RBF48,100.0,99.63,99.81,0.56,100.0,98.33
RBF49,99.26,94.44,96.85,2.27,100.0,93.33
RBF50,99.63,97.78,98.7,1.39,100.0,96.67
RBF51,94.81,99.26,97.04,1.62,100.0,95.0
RBF52,97.41,96.67,97.04,1.62,100.0,95.0
RBF53,95.56,100.0,97.78,2.89,100.0,91.67
RBF54,97.04,100.0,98.52,1.0,100.0,96.67
RBF55,96.3,98.52,97.41,3.45,100.0,90.0
RBF56,91.11,99.26,95.19,1.76,98.33,93.33
RBF57,92.59,92.22,92.41,3.13,96.67,88.33
RBF58,99.63,66.3,82.96,3.98,88.33,75.0
RBF59,85.93,77.04,81.48,7.24,90.0,70.0
RBF60,78.52,75.56,77.04,8.97,85.0,65.0
RBF61,92.59,77.78,85.19,8.52,95.0,73.33
RBF62,94.81,44.07,69.44,5.2,76.67,61.67
RBF63,87.78,67.04,77.41,6.13,86.67,66.67
RBF64,89.63,57.04,73.33,4.49,81.67,68.33
RBF65,85.56,73.33,79.44,4.86,85.0,71.67
RBF66,78.89,72.59,75.74,3.24,80.0,70.0
RBF67,85.19,67.78,76.48,3.27,81.67,71.67
RBF68,72.96,48.89,60.93,2.22,63.33,56.67
RBF69,92.59,14.81,53.7,2.0,58.33,51.67
RBF70,91.48,11.48,51.48,1.76,53.33,48.33
RBF71,85.93,22.96,54.44,2.89,60.0,51.67
RBF72,85.93,12.96,49.44,0.83,50.0,48.33
RBF73,77.04,29.26,53.15,4.12,60.0,48.33
RBF74,77.78,26.3,52.04,2.0,55.0,48.33
RBF75,78.52,25.56,52.04,1.82,55.0,50.0
RBF76,82.59,53.33,67.96,4.77,75.0,61.67
RBF77,90.37,29.63,60.0,2.64,63.33,56.67
RBF78,94.44,14.07,54.26,3.64,60.0,50.0
RBF79,88.89,24.81,56.85,2.27,60.0,53.33
RBF80,87.04,18.89,52.96,1.82,56.67,51.67
RBF81,78.89,35.19,57.04,3.09,63.33,51.67
