Model,Average TNR,Average TPR,Average Test Score,Standard Deviation,Max Test Score,Min Test Score
LINEAR_LQP1,90.1111,95.4444,92.7778,0.4859,93.5,92.1667
LINEAR_SQP,89.9259,82.6296,86.2778,1.8219,89.0,83.3333
LINEAR_LQP2,90.1111,38.4074,64.2593,0.7027,65.3333,63.1667
OLD_LQP1,90.0,84.0,87.0,0.0,87.0,87.0
OLD_SQP,90.0,4.6667,47.3333,0.0,47.3333,47.3333
OLD_LQP2,90.0,1.3333,45.6667,0.0,45.6667,45.6667
