Model,Average TNR,Average TPR,Average Test Score,Standard Deviation,Max Test Score,Min Test Score
RBF_LQP1,86.48,95.3,90.89,1.48,92.67,88.83
RBF_SQP,89.81,70.44,80.13,6.71,85.17,67.67
RBF_LQP2,80.07,51.48,65.78,2.32,69.0,62.5
LINEAR_LQP1,84.78,94.52,89.65,1.56,91.67,87.33
LINEAR_SQP,86.85,75.7,81.28,2.02,83.33,77.17
LINEAR_LQP2,66.85,71.48,69.17,1.34,70.83,66.17
OLD_LQP1,87.67,88.0,87.83,0.0,87.83,87.83
OLD_SQP,41.33,61.33,51.33,0.0,51.33,51.33
OLD_LQP2,32.0,86.33,59.17,0.0,59.17,59.17
