Model,Average TNR,Average TPR,Average Test Score,Standard Deviation,Max Test Score,Min Test Score
RBF_LQP1,73.89,94.59,84.24,1.38,85.67,81.33
RBF_SQP,94.15,56.78,75.46,5.29,80.17,63.17
RBF_LQP2,86.63,33.3,59.96,1.5,62.17,57.0
LINEAR_LQP1,70.59,92.56,81.57,1.88,84.5,79.0
LINEAR_SQP,90.33,58.07,74.2,4.21,78.67,66.17
LINEAR_LQP2,72.15,55.11,63.63,1.9,66.0,60.17
OLD_LQP1,86.33,89.0,87.67,0.0,87.67,87.67
OLD_SQP,100.0,0.0,50.0,0.0,50.0,50.0
OLD_LQP2,33.33,83.33,58.33,0.0,58.33,58.33
