Model,Average TNR,Average TPR,Average Test Score,Standard Deviation,Max Test Score,Min Test Score,Average AUC,AUC STD,Max AUC,Min AUC
RBF1,34.0,74.0,54.0,3.16,60.0,50.0,0.61,0.03,0.64,0.56
RBF2,70.0,90.0,80.0,6.24,90.0,70.0,0.89,0.03,0.91,0.84
RBF3,79.0,83.0,81.0,4.59,85.0,70.0,0.9,0.02,0.93,0.87
RBF4,29.0,87.0,58.0,2.58,60.0,55.0,0.67,0.03,0.71,0.62
RBF5,74.0,97.0,85.5,5.5,95.0,75.0,0.91,0.04,0.94,0.84
RBF6,78.0,92.0,85.0,6.24,90.0,70.0,0.94,0.03,0.96,0.85
RBF7,79.0,44.0,61.5,4.12,65.0,55.0,0.61,0.05,0.68,0.51
RBF8,100.0,71.0,85.5,1.58,90.0,85.0,0.91,0.01,0.92,0.9
RBF9,100.0,57.0,78.5,5.3,90.0,75.0,0.95,0.01,0.96,0.94
RBF10,39.0,89.0,64.0,3.16,70.0,60.0,0.7,0.02,0.74,0.65
RBF11,47.0,91.0,69.0,4.59,75.0,60.0,0.86,0.02,0.91,0.82
RBF12,51.0,98.0,74.5,2.84,80.0,70.0,0.94,0.01,0.96,0.92
RBF13,26.0,75.0,50.5,2.84,55.0,45.0,0.56,0.02,0.61,0.53
RBF14,37.0,69.0,53.0,4.22,60.0,45.0,0.53,0.03,0.58,0.47
RBF15,63.0,88.0,75.5,2.84,80.0,70.0,0.85,0.06,0.91,0.71
RBF16,71.0,50.0,60.5,9.56,75.0,40.0,0.52,0.03,0.56,0.48
RBF17,88.0,53.0,70.5,3.69,75.0,65.0,0.75,0.02,0.78,0.73
RBF18,78.0,65.0,71.5,4.12,75.0,65.0,0.76,0.02,0.8,0.72
RBF19,39.0,87.0,63.0,4.83,70.0,55.0,0.68,0.05,0.77,0.6
RBF20,37.0,85.0,61.0,3.94,65.0,55.0,0.6,0.02,0.63,0.56
RBF21,37.0,80.0,58.5,4.12,65.0,55.0,0.61,0.02,0.65,0.59
RBF22,29.0,68.0,48.5,2.42,50.0,45.0,0.54,0.03,0.58,0.5
RBF23,34.0,90.0,62.0,4.83,70.0,55.0,0.62,0.03,0.67,0.57
RBF24,47.0,80.0,63.5,5.3,70.0,55.0,0.64,0.02,0.67,0.61
RBF25,88.0,50.0,69.0,2.11,70.0,65.0,0.71,0.03,0.77,0.66
RBF26,76.0,30.0,53.0,4.83,60.0,45.0,0.56,0.05,0.6,0.47
RBF27,78.0,28.0,53.0,2.58,55.0,50.0,0.62,0.07,0.67,0.49
LINEAR1,26.0,98.0,62.0,6.75,70.0,50.0,0.75,0.02,0.77,0.72
LINEAR2,60.0,96.0,78.0,5.87,85.0,70.0,0.93,0.03,0.96,0.85
LINEAR3,71.0,97.0,84.0,2.11,85.0,80.0,0.95,0.03,0.98,0.89
LINEAR4,32.0,91.0,61.5,4.74,70.0,55.0,0.81,0.04,0.85,0.7
LINEAR5,56.0,96.0,76.0,3.94,80.0,70.0,0.92,0.02,0.94,0.88
LINEAR6,69.0,89.0,79.0,3.94,85.0,70.0,0.91,0.03,0.96,0.85
LINEAR7,41.0,68.0,54.5,5.5,60.0,45.0,0.6,0.04,0.68,0.56
LINEAR8,69.0,95.0,82.0,10.85,100.0,70.0,0.99,0.02,1.0,0.95
LINEAR9,98.0,87.0,92.5,7.55,100.0,75.0,1.0,0.01,1.0,0.97
LINEAR10,35.0,99.0,67.0,7.15,75.0,50.0,0.85,0.05,0.91,0.73
LINEAR11,56.0,99.0,77.5,3.54,85.0,75.0,0.91,0.03,0.95,0.84
LINEAR12,68.0,99.0,83.5,2.42,85.0,80.0,0.98,0.02,0.99,0.93
LINEAR13,13.0,92.0,52.5,4.25,60.0,45.0,0.65,0.03,0.69,0.59
LINEAR14,38.0,83.0,60.5,2.84,65.0,55.0,0.65,0.01,0.67,0.63
LINEAR15,72.0,83.0,77.5,3.54,85.0,75.0,0.89,0.02,0.92,0.85
LINEAR16,31.0,60.0,45.5,4.97,55.0,40.0,0.59,0.05,0.65,0.45
LINEAR17,70.0,94.0,82.0,7.15,90.0,70.0,0.88,0.04,0.94,0.8
LINEAR18,87.0,67.0,77.0,6.75,85.0,60.0,0.89,0.02,0.92,0.86
LINEAR19,43.0,81.0,62.0,2.58,65.0,60.0,0.71,0.02,0.74,0.68
LINEAR20,36.0,91.0,63.5,4.12,70.0,55.0,0.68,0.03,0.72,0.63
LINEAR21,40.0,86.0,63.0,5.87,70.0,55.0,0.69,0.04,0.75,0.6
LINEAR22,37.0,90.0,63.5,2.42,65.0,60.0,0.62,0.04,0.66,0.54
LINEAR23,33.0,91.0,62.0,3.5,65.0,55.0,0.64,0.03,0.67,0.6
LINEAR24,60.0,91.0,75.5,2.84,80.0,70.0,0.73,0.03,0.76,0.68
LINEAR25,68.0,77.0,72.5,3.54,75.0,65.0,0.8,0.02,0.83,0.78
