Model,Average TNR,Average TPR,Average Test Score,Standard Deviation,Max Test Score,Min Test Score,Average AUC,AUC STD,Max AUC,Min AUC
RBF1,68.0,62.0,65.0,7.82,75.0,50.0,0.66,0.03,0.69,0.57
RBF2,82.0,86.0,84.0,3.94,90.0,80.0,0.89,0.02,0.92,0.85
RBF3,68.0,70.0,69.0,5.68,75.0,60.0,0.79,0.02,0.83,0.75
RBF4,65.0,75.0,70.0,13.33,80.0,45.0,0.7,0.07,0.77,0.55
RBF5,81.0,96.0,88.5,6.69,95.0,75.0,0.93,0.04,0.97,0.82
RBF6,65.0,95.0,80.0,5.77,85.0,70.0,0.9,0.03,0.94,0.84
RBF7,50.0,41.0,45.5,4.97,55.0,40.0,0.42,0.06,0.53,0.35
RBF8,79.0,65.0,72.0,10.06,85.0,55.0,0.75,0.06,0.82,0.63
RBF9,92.0,63.0,77.5,2.64,80.0,75.0,0.93,0.03,0.95,0.87
RBF10,69.0,75.0,72.0,7.15,80.0,60.0,0.8,0.04,0.87,0.74
RBF11,59.0,85.0,72.0,4.83,80.0,65.0,0.8,0.02,0.82,0.76
RBF12,52.0,98.0,75.0,3.33,80.0,70.0,0.92,0.02,0.95,0.88
RBF13,59.0,56.0,57.5,4.86,65.0,50.0,0.57,0.03,0.63,0.53
RBF14,44.0,56.0,50.0,6.67,65.0,45.0,0.5,0.05,0.61,0.44
RBF15,56.0,86.0,71.0,5.68,80.0,60.0,0.81,0.04,0.88,0.7
RBF16,50.0,45.0,47.5,4.86,50.0,35.0,0.4,0.07,0.5,0.31
RBF17,83.0,49.0,66.0,4.59,70.0,60.0,0.74,0.04,0.79,0.67
RBF18,53.0,66.0,59.5,8.64,70.0,45.0,0.69,0.08,0.77,0.54
RBF19,46.0,64.0,55.0,7.82,65.0,40.0,0.55,0.06,0.64,0.48
RBF20,38.0,58.0,48.0,8.23,60.0,35.0,0.55,0.07,0.67,0.41
RBF21,34.0,70.0,52.0,3.5,55.0,45.0,0.58,0.05,0.65,0.5
RBF22,41.0,62.0,51.5,6.26,60.0,40.0,0.5,0.08,0.66,0.42
RBF23,40.0,48.0,44.0,9.07,60.0,35.0,0.53,0.06,0.64,0.45
RBF24,47.0,61.0,54.0,7.38,70.0,45.0,0.56,0.05,0.66,0.49
RBF25,78.0,44.0,61.0,3.94,70.0,55.0,0.7,0.04,0.76,0.64
RBF26,55.0,34.0,44.5,6.85,55.0,35.0,0.51,0.06,0.59,0.4
RBF27,58.0,50.0,54.0,7.38,65.0,40.0,0.58,0.08,0.67,0.4
LINEAR1,30.0,78.0,54.0,4.59,60.0,45.0,0.54,0.09,0.66,0.44
LINEAR2,63.0,87.0,75.0,11.3,85.0,55.0,0.87,0.06,0.93,0.79
LINEAR3,77.0,78.0,77.5,4.86,85.0,70.0,0.85,0.04,0.91,0.79
LINEAR4,27.0,89.0,58.0,4.83,65.0,55.0,0.64,0.07,0.73,0.55
LINEAR5,49.0,90.0,69.5,20.2,95.0,50.0,0.87,0.09,0.97,0.75
LINEAR6,59.0,86.0,72.5,8.25,85.0,60.0,0.83,0.08,0.94,0.72
LINEAR7,30.0,69.0,49.5,4.38,55.0,40.0,0.44,0.03,0.49,0.38
LINEAR8,49.0,86.0,67.5,15.68,90.0,50.0,0.89,0.07,1.0,0.8
LINEAR9,97.0,84.0,90.5,6.85,100.0,80.0,1.0,0.01,1.0,0.98
LINEAR10,28.0,93.0,60.5,6.43,70.0,55.0,0.69,0.08,0.78,0.58
LINEAR11,55.0,93.0,74.0,3.94,80.0,70.0,0.81,0.04,0.87,0.75
LINEAR12,35.0,100.0,67.5,13.99,85.0,50.0,0.92,0.02,0.95,0.9
LINEAR13,26.0,84.0,55.0,3.33,60.0,50.0,0.52,0.06,0.59,0.45
LINEAR14,24.0,83.0,53.5,7.09,60.0,40.0,0.52,0.03,0.57,0.49
LINEAR15,33.0,100.0,66.5,14.54,85.0,50.0,0.86,0.02,0.87,0.83
LINEAR16,28.0,64.0,46.0,5.16,50.0,35.0,0.47,0.08,0.55,0.34
LINEAR17,66.0,66.0,66.0,9.66,85.0,50.0,0.86,0.13,1.0,0.67
LINEAR18,57.0,91.0,74.0,8.1,85.0,65.0,0.92,0.06,0.98,0.8
LINEAR19,30.0,86.0,58.0,6.32,70.0,50.0,0.62,0.04,0.68,0.57
LINEAR20,29.0,85.0,57.0,7.53,70.0,50.0,0.67,0.03,0.69,0.61
LINEAR21,22.0,90.0,56.0,6.99,65.0,50.0,0.6,0.01,0.62,0.59
LINEAR22,21.0,87.0,54.0,8.76,60.0,40.0,0.51,0.04,0.55,0.44
LINEAR23,24.0,93.0,58.5,8.51,70.0,50.0,0.65,0.04,0.69,0.59
LINEAR24,32.0,91.0,61.5,9.14,70.0,50.0,0.73,0.02,0.75,0.71
LINEAR25,67.0,59.0,63.0,8.88,75.0,50.0,0.75,0.08,0.84,0.61
LINEAR26,70.0,45.0,57.5,3.54,60.0,50.0,0.62,0.04,0.67,0.57
LINEAR27,82.0,44.0,63.0,5.87,75.0,55.0,0.74,0.08,0.88,0.65
OLD1,0.0,0.0,55.0,0.0,55.0,55.0,0.38,0.0,0.39,0.39
OLD2,0.0,0.0,60.0,0.0,60.0,60.0,0.61,0.0,0.61,0.61
OLD3,0.0,0.0,55.0,0.0,55.0,55.0,0.38,0.0,0.38,0.38
OLD4,0.0,0.0,50.0,0.0,50.0,50.0,0.38,0.0,0.38,0.38
OLD5,0.0,0.0,75.0,0.0,75.0,75.0,0.83,0.0,0.83,0.83
OLD6,0.0,0.0,65.0,0.0,65.0,65.0,0.65,0.0,0.65,0.65
OLD7,0.0,0.0,50.0,0.0,50.0,50.0,0.12,0.0,0.12,0.12
OLD8,0.0,0.0,50.0,0.0,50.0,50.0,0.22,0.0,0.22,0.22
OLD9,0.0,0.0,55.0,0.0,55.0,55.0,0.45,0.0,0.45,0.45
OLD10,0.0,0.0,55.0,0.0,55.0,55.0,0.35,0.0,0.35,0.35
OLD11,0.0,0.0,50.0,0.0,50.0,50.0,0.2,0.0,0.2,0.2
OLD12,0.0,0.0,55.0,0.0,55.0,55.0,0.36,0.0,0.35,0.35
OLD13,0.0,0.0,50.0,0.0,50.0,50.0,0.32,0.0,0.32,0.32
OLD14,0.0,0.0,50.0,0.0,50.0,50.0,0.17,0.0,0.17,0.17
OLD15,0.0,0.0,55.0,0.0,55.0,55.0,0.34,0.0,0.33,0.33
OLD16,0.0,0.0,50.0,0.0,50.0,50.0,0.16,0.0,0.15,0.15
OLD17,0.0,0.0,55.0,0.0,55.0,55.0,0.26,0.0,0.26,0.26
OLD18,0.0,0.0,50.0,0.0,50.0,50.0,0.18,0.0,0.17,0.17
OLD19,0.0,0.0,50.0,0.0,50.0,50.0,0.2,0.0,0.19,0.19
OLD20,0.0,0.0,55.0,0.0,55.0,55.0,0.37,0.0,0.37,0.37
OLD21,0.0,0.0,55.0,0.0,55.0,55.0,0.37,0.0,0.36,0.36
OLD22,0.0,0.0,55.0,0.0,55.0,55.0,0.25,0.0,0.25,0.25
OLD23,0.0,0.0,55.0,0.0,55.0,55.0,0.37,0.0,0.37,0.37
OLD24,0.0,0.0,55.0,0.0,55.0,55.0,0.38,0.0,0.38,0.38
OLD25,0.0,0.0,55.0,0.0,55.0,55.0,0.23,0.0,0.22,0.22
OLD26,0.0,0.0,50.0,0.0,50.0,50.0,0.21,0.0,0.21,0.21
