Model,Average TNR,Average TPR,Average Test Score,Standard Deviation,Max Test Score,Min Test Score,Average AUC,AUC STD,Max AUC,Min AUC
RBF1,44.0,76.0,60.0,5.77,70.0,55.0,0.66,0.04,0.71,0.6
RBF2,44.0,91.0,67.5,4.86,75.0,60.0,0.79,0.07,0.92,0.67
RBF3,56.0,87.0,71.5,4.12,75.0,65.0,0.88,0.02,0.91,0.84
RBF4,44.0,64.0,54.0,5.68,65.0,45.0,0.55,0.06,0.66,0.47
RBF5,44.0,98.0,71.0,6.58,80.0,60.0,0.88,0.06,0.98,0.76
RBF6,56.0,100.0,78.0,4.22,85.0,70.0,0.96,0.03,1.0,0.92
RBF7,97.0,60.0,78.5,3.37,85.0,75.0,0.86,0.03,0.93,0.82
RBF8,97.0,94.0,95.5,2.84,100.0,90.0,0.99,0.01,1.0,0.97
RBF9,100.0,90.0,95.0,2.36,100.0,90.0,1.0,0.0,1.0,1.0
RBF10,44.0,89.0,66.5,6.26,80.0,55.0,0.77,0.05,0.84,0.67
RBF11,56.0,96.0,76.0,5.68,85.0,65.0,0.89,0.04,0.93,0.83
RBF12,59.0,90.0,74.5,5.5,85.0,70.0,0.86,0.01,0.89,0.84
RBF13,44.0,61.0,52.5,3.54,55.0,45.0,0.5,0.04,0.56,0.42
RBF14,56.0,55.0,55.5,5.5,65.0,45.0,0.55,0.05,0.62,0.46
RBF15,59.0,95.0,77.0,6.75,90.0,70.0,0.88,0.02,0.91,0.85
RBF16,97.0,42.0,69.5,6.85,85.0,60.0,0.83,0.05,0.92,0.77
RBF17,100.0,28.0,64.0,6.99,75.0,55.0,0.87,0.04,0.93,0.81
RBF18,93.0,87.0,90.0,5.27,100.0,80.0,0.96,0.02,1.0,0.94
RBF19,56.0,70.0,63.0,6.32,75.0,55.0,0.67,0.03,0.71,0.61
RBF20,59.0,45.0,52.0,6.32,60.0,45.0,0.62,0.03,0.66,0.55
RBF21,59.0,55.0,57.0,4.22,65.0,50.0,0.65,0.03,0.69,0.61
RBF22,56.0,48.0,52.0,5.87,65.0,45.0,0.53,0.04,0.61,0.47
RBF23,59.0,53.0,56.0,6.15,65.0,50.0,0.67,0.02,0.7,0.64
RBF24,59.0,57.0,58.0,4.83,65.0,50.0,0.69,0.03,0.72,0.65
RBF25,100.0,13.0,56.5,2.42,60.0,55.0,0.76,0.05,0.83,0.67
RBF26,93.0,9.0,51.0,5.16,60.0,45.0,0.55,0.03,0.61,0.5
RBF27,93.0,31.0,62.0,4.22,70.0,55.0,0.67,0.02,0.69,0.64
LINEAR1,20.0,92.0,56.0,2.11,60.0,55.0,0.68,0.03,0.71,0.59
LINEAR2,20.0,100.0,60.0,0.0,60.0,60.0,0.96,0.01,0.99,0.94
LINEAR3,53.0,100.0,76.5,4.12,80.0,70.0,1.0,0.0,1.0,0.99
LINEAR4,20.0,90.0,55.0,0.0,55.0,55.0,0.81,0.05,0.85,0.67
LINEAR5,20.0,100.0,60.0,0.0,60.0,60.0,0.98,0.02,0.99,0.94
LINEAR6,53.0,100.0,76.5,4.12,80.0,70.0,0.97,0.01,0.98,0.94
LINEAR7,20.0,91.0,55.5,1.58,60.0,55.0,0.72,0.02,0.77,0.7
LINEAR8,20.0,100.0,60.0,0.0,60.0,60.0,1.0,0.0,1.0,1.0
LINEAR9,100.0,90.0,95.0,0.0,95.0,95.0,0.99,0.0,1.0,0.99
LINEAR10,20.0,100.0,60.0,0.0,60.0,60.0,0.9,0.06,0.96,0.76
LINEAR11,53.0,90.0,71.5,4.12,75.0,65.0,0.92,0.01,0.93,0.89
LINEAR12,46.0,100.0,73.0,2.58,75.0,70.0,1.0,0.0,1.0,1.0
LINEAR13,20.0,79.0,49.5,1.58,50.0,45.0,0.5,0.04,0.57,0.39
LINEAR14,53.0,50.0,51.5,4.12,55.0,45.0,0.59,0.01,0.6,0.57
LINEAR15,46.0,100.0,73.0,2.58,75.0,70.0,0.96,0.01,0.96,0.93
LINEAR16,20.0,98.0,59.0,3.16,60.0,50.0,0.7,0.01,0.72,0.68
LINEAR17,100.0,0.0,50.0,0.0,50.0,50.0,0.84,0.02,0.86,0.81
LINEAR18,85.0,97.0,91.0,3.16,95.0,85.0,0.93,0.01,0.94,0.92
LINEAR19,53.0,64.0,58.5,3.37,65.0,55.0,0.64,0.02,0.67,0.62
LINEAR20,46.0,75.0,60.5,2.84,65.0,55.0,0.65,0.02,0.68,0.6
LINEAR21,46.0,50.0,48.0,5.37,60.0,40.0,0.54,0.03,0.58,0.49
