Model,Average TNR,Average TPR,Average Test Score,Standard Deviation,Max Test Score,Min Test Score
RBF,82.37,72.87,77.62,3.33,81.17,70.0
LINEAR,76.3,72.97,74.63,4.89,79.83,66.33
Only Ghost and RBF,77.93,73.7,75.82,4.96,80.33,66.0
Only Ghost and LINEAR,74.27,71.33,72.8,5.32,78.33,64.33
OLD,91.0,27.7,59.35,0.87,60.67,57.83
