Model,Average TNR,Average TPR,Average Test Score,Standard Deviation,Max Test Score,Min Test Score
RBF_LQP1,85.22,94.93,90.07,1.16,91.17,87.33
RBF_SQP,85.22,91.48,88.35,1.06,89.67,86.33
RBF_LQP2,85.22,55.26,70.24,0.46,71.0,69.67
LINEAR_LQP1,85.48,97.78,91.63,0.32,92.0,91.0
LINEAR_SQP,85.48,92.7,89.09,0.38,89.5,88.33
LINEAR_LQP2,85.48,47.96,66.72,0.73,68.17,65.83
OLD_LQP1,88.0,86.0,87.0,0.0,87.0,87.0
OLD_SQP,42.0,60.33,51.17,0.0,51.17,51.17
OLD_LQP2,35.67,81.67,58.67,0.0,58.67,58.67
