Model,Average TNR,Average TPR,Average Test Score,Standard Deviation,Max Test Score,Min Test Score
RBF1,98.89,49.63,74.26,3.02,80.0,71.67
RBF2,98.52,86.3,92.41,1.69,95.0,90.0
RBF3,90.37,68.52,79.44,1.67,81.67,76.67
RBF4,100.0,87.78,93.89,1.18,95.0,91.67
RBF5,86.3,85.19,85.74,2.52,88.33,81.67
RBF6,85.56,60.37,72.96,2.98,76.67,68.33
RBF7,98.15,91.11,94.63,2.0,96.67,91.67
RBF8,79.26,90.74,85.0,3.82,90.0,80.0
RBF9,89.63,70.37,80.0,2.64,85.0,76.67
RBF10,83.33,76.3,79.81,2.42,85.0,76.67
RBF11,87.41,72.96,80.19,3.58,85.0,75.0
RBF12,98.52,95.56,97.04,2.98,100.0,90.0
RBF13,80.37,97.78,89.07,3.83,93.33,83.33
RBF14,91.48,95.56,93.52,2.12,96.67,90.0
RBF15,88.52,94.44,91.48,4.52,96.67,83.33
RBF16,97.41,88.89,93.15,2.56,96.67,88.33
RBF17,84.44,73.7,79.07,3.34,81.67,71.67
RBF18,99.26,96.67,97.96,0.73,98.33,96.67
RBF19,74.81,99.63,87.22,3.44,90.0,81.67
RBF20,89.26,98.52,93.89,2.64,96.67,90.0
RBF21,87.41,90.0,88.7,3.61,91.67,83.33
RBF22,98.89,91.48,95.19,1.3,96.67,93.33
RBF23,86.3,88.89,87.59,2.22,90.0,83.33
RBF24,98.15,99.63,98.89,1.18,100.0,96.67
RBF25,80.0,100.0,90.0,2.76,93.33,85.0
RBF26,92.22,93.33,92.78,1.67,95.0,90.0
RBF27,92.96,80.74,86.85,4.12,91.67,81.67
RBF28,98.89,81.48,90.19,3.67,95.0,83.33
RBF29,94.44,75.19,84.81,3.06,90.0,80.0
RBF30,79.26,83.33,81.3,5.64,88.33,70.0
RBF31,96.67,97.41,97.04,2.0,98.33,93.33
RBF32,83.7,100.0,91.85,3.86,95.0,86.67
RBF33,90.37,100.0,95.19,2.27,98.33,91.67
RBF34,91.11,92.59,91.85,2.94,95.0,86.67
RBF35,99.26,96.3,97.78,1.18,98.33,95.0
RBF36,91.48,97.41,94.44,2.76,98.33,88.33
RBF37,82.22,96.67,89.44,5.65,96.67,80.0
RBF38,87.04,58.89,72.96,7.16,80.0,61.67
RBF39,94.44,100.0,97.22,3.82,100.0,91.67
RBF40,83.7,100.0,91.85,3.77,95.0,85.0
RBF41,91.11,97.41,94.26,0.88,95.0,93.33
RBF42,92.59,100.0,96.3,4.23,100.0,90.0
RBF43,98.89,97.41,98.15,0.56,98.33,96.67
RBF44,91.85,99.26,95.56,3.12,98.33,90.0
RBF45,85.93,100.0,92.96,4.55,98.33,86.67
RBF46,87.78,95.93,91.85,8.56,100.0,81.67
RBF47,91.48,74.81,83.15,2.56,86.67,80.0
RBF48,89.63,97.04,93.33,3.33,96.67,86.67
RBF49,71.48,96.67,84.07,3.45,88.33,80.0
RBF50,90.37,100.0,95.19,2.27,98.33,91.67
RBF51,94.07,96.67,95.37,3.61,98.33,90.0
RBF52,98.52,100.0,99.26,1.69,100.0,95.0
RBF53,86.3,100.0,93.15,3.06,96.67,88.33
RBF54,77.78,100.0,88.89,7.07,98.33,78.33
RBF55,87.04,99.26,93.15,7.09,100.0,81.67
RBF56,88.15,94.81,91.48,6.37,96.67,81.67
RBF57,70.74,98.52,84.63,14.93,100.0,65.0
RBF58,93.33,90.0,91.67,3.63,96.67,86.67
RBF59,79.63,88.52,84.07,3.24,90.0,80.0
RBF60,87.04,77.04,82.04,3.61,86.67,76.67
RBF61,77.78,80.74,79.26,2.65,83.33,75.0
RBF62,90.74,70.74,80.74,5.28,88.33,75.0
RBF63,79.63,78.15,78.89,2.2,83.33,75.0
RBF64,70.37,77.41,73.89,4.41,81.67,66.67
