Model,Average TNR,Average TPR,Average Test Score,Standard Deviation,Max Test Score,Min Test Score
RBF1,98.52,48.89,73.7,1.39,76.67,71.67
RBF2,100.0,79.26,89.63,2.32,93.33,86.67
RBF3,94.07,70.37,82.22,4.86,86.67,71.67
RBF4,100.0,90.37,95.19,2.12,98.33,91.67
RBF5,95.93,77.41,86.67,3.54,93.33,81.67
RBF6,86.3,72.96,79.63,4.39,85.0,70.0
RBF7,100.0,94.81,97.41,0.88,98.33,96.67
RBF8,95.93,74.07,85.0,3.0,90.0,80.0
RBF9,94.44,81.85,88.15,4.12,95.0,81.67
RBF10,90.0,62.22,76.11,2.04,80.0,73.33
RBF11,90.0,70.0,80.0,5.71,86.67,70.0
RBF12,100.0,95.93,97.96,0.73,98.33,96.67
RBF13,93.7,96.3,95.0,4.0,98.33,86.67
RBF14,91.11,95.93,93.52,4.29,96.67,85.0
RBF15,93.7,87.41,90.56,2.5,93.33,85.0
RBF16,84.81,97.04,90.93,5.6,98.33,78.33
RBF17,81.48,91.85,86.67,3.91,91.67,80.0
RBF18,100.0,97.04,98.52,0.56,100.0,98.33
RBF19,99.26,95.19,97.22,1.18,98.33,95.0
RBF20,93.7,99.63,96.67,2.64,98.33,91.67
RBF21,93.33,91.85,92.59,2.78,95.0,86.67
RBF22,92.22,93.33,92.78,3.63,96.67,86.67
RBF23,75.56,95.56,85.56,4.08,91.67,80.0
RBF24,100.0,98.89,99.44,0.83,100.0,98.33
RBF25,98.89,92.96,95.93,2.52,98.33,90.0
RBF26,93.7,98.52,96.11,3.63,98.33,90.0
RBF27,93.33,99.63,96.48,2.82,100.0,90.0
RBF28,93.7,90.37,92.04,2.86,96.67,88.33
RBF29,81.11,97.04,89.07,5.01,96.67,80.0
RBF30,81.11,88.89,85.0,4.49,90.0,76.67
RBF31,100.0,93.33,96.67,0.83,98.33,95.0
RBF32,100.0,92.22,96.11,1.18,98.33,95.0
RBF33,95.19,96.67,95.93,1.21,96.67,93.33
RBF34,97.78,94.07,95.93,2.22,100.0,91.67
RBF35,90.74,97.78,94.26,3.02,98.33,90.0
RBF36,79.26,98.15,88.7,4.77,95.0,80.0
RBF37,88.89,92.59,90.74,3.13,95.0,86.67
RBF38,64.44,88.89,76.67,4.56,81.67,70.0
RBF39,100.0,95.56,97.78,0.83,98.33,96.67
RBF40,99.26,94.44,96.85,1.55,98.33,95.0
RBF41,89.63,100.0,94.81,3.58,98.33,88.33
RBF42,99.26,96.67,97.96,1.62,100.0,95.0
RBF43,95.56,98.89,97.22,1.18,98.33,95.0
RBF44,74.81,100.0,87.41,3.24,91.67,81.67
RBF45,89.26,97.41,93.33,2.76,96.67,90.0
RBF46,67.41,95.19,81.3,5.51,86.67,71.67
RBF47,70.74,90.37,80.56,5.34,86.67,71.67
RBF48,97.41,98.89,98.15,2.12,100.0,93.33
RBF49,92.22,99.26,95.74,1.21,96.67,93.33
RBF50,94.81,99.26,97.04,1.39,98.33,95.0
RBF51,95.19,99.63,97.41,1.69,98.33,93.33
RBF52,95.19,97.04,96.11,2.04,98.33,93.33
RBF53,74.81,99.26,87.04,3.41,91.67,81.67
RBF54,83.33,98.52,90.93,2.9,93.33,85.0
RBF55,60.74,98.15,79.44,4.93,85.0,71.67
RBF56,71.11,96.67,83.89,6.24,90.0,73.33
RBF57,67.41,94.81,81.11,8.25,90.0,68.33
RBF58,92.96,91.85,92.41,4.42,96.67,85.0
RBF59,83.33,87.78,85.56,5.46,93.33,78.33
RBF60,83.7,87.04,85.37,4.77,91.67,76.67
RBF61,91.11,71.48,81.3,7.25,93.33,71.67
RBF62,84.44,81.85,83.15,5.23,90.0,75.0
RBF63,61.48,91.48,76.48,4.52,81.67,70.0
RBF64,78.89,79.63,79.26,4.09,83.33,73.33
RBF65,70.0,80.37,75.19,5.23,80.0,65.0
RBF66,72.59,78.52,75.56,3.63,81.67,71.67
RBF67,65.56,89.63,77.59,7.08,83.33,66.67
RBF68,73.7,45.19,59.44,2.64,63.33,56.67
RBF69,85.93,20.0,52.96,2.32,56.67,48.33
RBF70,62.59,42.59,52.59,3.64,58.33,48.33
RBF71,59.26,50.37,54.81,3.06,60.0,50.0
RBF72,73.33,39.63,56.48,4.12,63.33,50.0
RBF73,57.41,34.81,46.11,1.18,48.33,45.0
RBF74,68.89,44.44,56.67,4.33,61.67,46.67
RBF75,63.33,37.78,50.56,3.0,55.0,46.67
RBF76,85.19,64.81,75.0,3.44,80.0,70.0
RBF77,81.11,41.11,61.11,1.67,63.33,58.33
RBF78,79.26,41.11,60.19,3.06,65.0,55.0
