Model,Average TNR,Average TPR,Average Test Score,Standard Deviation,Max Test Score,Min Test Score
RBF1,98.89,70.0,84.44,2.04,88.33,81.67
RBF2,99.63,89.63,94.63,2.47,98.33,91.67
RBF3,93.33,79.63,86.48,2.82,90.0,80.0
RBF4,100.0,94.81,97.41,1.47,100.0,95.0
RBF5,95.19,86.3,90.74,2.06,93.33,86.67
RBF6,77.78,87.04,82.41,3.13,86.67,76.67
RBF7,100.0,93.33,96.67,1.44,98.33,95.0
RBF8,98.89,82.59,90.74,5.14,100.0,85.0
RBF9,80.74,81.85,81.3,3.98,88.33,75.0
RBF10,88.15,75.93,82.04,2.61,85.0,78.33
RBF11,91.11,68.52,79.81,3.27,83.33,75.0
RBF12,100.0,97.04,98.52,0.56,100.0,98.33
RBF13,92.96,99.63,96.3,3.71,100.0,90.0
RBF14,84.07,98.15,91.11,5.07,96.67,80.0
RBF15,87.41,97.04,92.22,4.0,98.33,86.67
RBF16,88.15,95.56,91.85,4.37,96.67,83.33
RBF17,87.41,84.44,85.93,3.55,90.0,80.0
RBF18,100.0,100.0,100.0,0.0,100.0,100.0
RBF19,99.26,91.85,95.56,2.5,100.0,91.67
RBF20,76.67,99.63,88.15,7.19,95.0,76.67
RBF21,85.93,98.52,92.22,4.86,100.0,85.0
RBF22,90.0,96.3,93.15,3.67,96.67,86.67
RBF23,88.52,86.3,87.41,3.55,91.67,80.0
RBF24,100.0,100.0,100.0,0.0,100.0,100.0
RBF25,99.26,98.15,98.7,0.73,100.0,98.33
RBF26,90.74,99.26,95.0,2.89,98.33,90.0
RBF27,87.78,99.63,93.7,4.91,100.0,85.0
RBF28,94.07,88.52,91.3,2.86,95.0,85.0
RBF29,87.41,97.41,92.41,5.72,98.33,81.67
RBF30,83.7,85.56,84.63,2.98,90.0,81.67
RBF31,100.0,97.78,98.89,0.83,100.0,98.33
RBF32,97.78,100.0,98.89,1.67,100.0,95.0
RBF33,83.33,100.0,91.67,4.49,96.67,81.67
RBF34,94.07,95.19,94.63,2.0,96.67,91.67
RBF35,92.96,99.26,96.11,2.89,98.33,90.0
RBF36,90.0,100.0,95.0,5.07,98.33,86.67
RBF37,82.22,92.96,87.59,8.38,95.0,75.0
RBF38,82.59,75.93,79.26,7.32,86.67,66.67
RBF39,100.0,99.63,99.81,0.56,100.0,98.33
RBF40,96.3,100.0,98.15,1.94,100.0,95.0
RBF41,87.78,100.0,93.89,2.36,98.33,90.0
RBF42,92.22,100.0,96.11,3.0,100.0,91.67
RBF43,94.07,100.0,97.04,2.32,98.33,91.67
RBF44,90.74,97.78,94.26,4.42,98.33,85.0
RBF45,87.41,98.89,93.15,6.79,98.33,81.67
RBF46,85.19,93.7,89.44,9.24,96.67,75.0
RBF47,62.22,86.67,74.44,10.54,83.33,58.33
RBF48,100.0,100.0,100.0,0.0,100.0,100.0
RBF49,98.52,100.0,99.26,1.21,100.0,96.67
RBF50,87.41,100.0,93.7,1.62,96.67,91.67
RBF51,91.85,100.0,95.93,3.45,100.0,91.67
RBF52,94.07,100.0,97.04,1.82,98.33,93.33
RBF53,91.11,100.0,95.56,4.25,98.33,88.33
RBF54,87.41,100.0,93.7,6.6,98.33,83.33
RBF55,82.22,100.0,91.11,10.17,98.33,75.0
RBF56,62.22,100.0,81.11,13.15,91.67,60.0
RBF57,60.74,99.63,80.19,12.29,90.0,63.33
