Model,Average TNR,Average TPR,Average Test Score,Standard Deviation,Max Test Score,Min Test Score
RBF1,95.93,52.96,74.44,6.24,83.33,66.67
RBF2,97.04,96.67,96.85,1.55,98.33,95.0
RBF3,94.44,54.81,74.63,1.82,76.67,71.67
RBF4,97.04,100.0,98.52,1.3,100.0,96.67
RBF5,95.56,86.67,91.11,2.64,95.0,86.67
RBF6,77.04,89.63,83.33,5.65,91.67,75.0
RBF7,94.81,100.0,97.41,2.06,100.0,93.33
RBF8,97.41,85.56,91.48,3.06,98.33,88.33
RBF9,82.59,90.0,86.3,5.26,91.67,76.67
RBF10,77.04,85.19,81.11,4.79,86.67,75.0
RBF11,75.19,84.44,79.81,5.23,85.0,70.0
RBF12,93.7,99.63,96.67,2.5,98.33,91.67
RBF13,91.85,100.0,95.93,0.88,96.67,95.0
RBF14,83.7,97.78,90.74,7.51,98.33,78.33
RBF15,90.74,97.78,94.26,3.55,98.33,90.0
RBF16,68.89,98.52,83.7,7.16,91.67,73.33
RBF17,75.19,82.96,79.07,5.28,86.67,71.67
RBF18,95.56,97.04,96.3,1.62,98.33,93.33
RBF19,96.67,99.26,97.96,0.73,98.33,96.67
RBF20,85.56,99.26,92.41,5.9,98.33,83.33
RBF21,90.74,98.15,94.44,5.2,100.0,86.67
RBF22,85.56,92.96,89.26,4.42,95.0,81.67
RBF23,77.78,95.19,86.48,8.48,95.0,75.0
RBF24,95.93,97.78,96.85,1.76,98.33,93.33
RBF25,98.52,97.78,98.15,1.3,100.0,96.67
RBF26,85.93,98.89,92.41,6.19,98.33,83.33
RBF27,90.0,98.52,94.26,5.01,100.0,85.0
RBF28,87.78,99.63,93.7,3.2,98.33,88.33
RBF29,79.63,99.26,89.44,7.5,96.67,78.33
RBF30,58.89,99.26,79.07,5.66,85.0,70.0
RBF31,97.04,100.0,98.52,1.0,100.0,96.67
RBF32,97.04,99.26,98.15,1.0,100.0,96.67
RBF33,88.52,98.89,93.7,6.0,100.0,83.33
RBF34,90.37,98.89,94.63,4.31,100.0,88.33
RBF35,74.81,98.89,86.85,5.36,91.67,76.67
RBF36,78.15,98.89,88.52,7.61,96.67,78.33
RBF37,57.41,98.89,78.15,6.43,86.67,68.33
RBF38,65.56,94.07,79.81,9.37,90.0,66.67
RBF39,95.56,99.26,97.41,1.69,98.33,93.33
RBF40,95.56,100.0,97.78,0.83,98.33,96.67
RBF41,74.81,99.63,87.22,5.07,93.33,80.0
RBF42,87.04,100.0,93.52,4.29,98.33,88.33
RBF43,82.59,100.0,91.3,4.98,96.67,81.67
RBF44,79.63,100.0,89.81,7.14,96.67,80.0
RBF45,70.74,99.63,85.19,4.44,90.0,78.33
RBF46,72.96,96.67,84.81,10.65,95.0,70.0
RBF47,73.7,97.78,85.74,9.02,95.0,73.33
RBF48,80.74,100.0,90.37,2.86,93.33,85.0
RBF49,92.59,100.0,96.3,1.11,98.33,95.0
RBF50,70.0,99.63,84.81,5.3,91.67,78.33
RBF51,84.07,100.0,92.04,5.58,96.67,80.0
RBF52,82.59,100.0,91.3,2.61,95.0,86.67
RBF53,79.63,100.0,89.81,6.74,96.67,81.67
RBF54,75.56,98.52,87.04,4.98,93.33,80.0
RBF55,77.04,98.15,87.59,8.86,96.67,75.0
RBF56,63.7,97.41,80.56,9.65,90.0,70.0
RBF57,52.22,97.41,74.81,11.26,86.67,58.33
RBF58,84.07,92.22,88.15,1.76,90.0,85.0
RBF59,85.19,78.52,81.85,2.27,85.0,78.33
RBF60,73.7,92.22,82.96,6.33,90.0,71.67
RBF61,77.78,91.48,84.63,5.94,91.67,75.0
RBF62,69.63,92.22,80.93,6.46,86.67,70.0
RBF63,62.96,90.37,76.67,6.72,83.33,66.67
RBF64,57.78,89.26,73.52,7.04,81.67,60.0
RBF65,63.33,94.07,78.7,9.12,88.33,63.33
RBF66,74.44,86.67,80.56,6.72,88.33,71.67
RBF67,59.26,88.52,73.89,7.36,83.33,65.0
RBF68,62.22,53.33,57.78,4.17,63.33,51.67
RBF69,66.67,39.26,52.96,3.71,56.67,46.67
RBF70,63.33,45.56,54.44,2.89,60.0,50.0
RBF71,54.81,50.74,52.78,3.63,58.33,48.33
RBF72,58.52,64.07,61.3,2.74,66.67,58.33
RBF73,56.67,43.7,50.19,1.76,53.33,48.33
RBF74,62.96,52.22,57.59,3.24,61.67,53.33
RBF75,47.78,62.22,55.0,2.5,60.0,51.67
RBF76,74.44,83.7,79.07,6.41,88.33,68.33
RBF77,65.56,60.0,62.78,3.33,70.0,60.0
RBF78,68.52,49.63,59.07,2.9,63.33,55.0
RBF79,50.0,60.0,55.0,5.34,63.33,48.33
RBF80,55.19,65.56,60.37,3.51,68.33,56.67
RBF81,53.7,67.04,60.37,2.47,65.0,56.67
RBF82,60.0,62.59,61.3,1.82,63.33,58.33
RBF83,50.74,54.81,52.78,3.23,56.67,48.33
RBF84,70.74,42.96,56.85,4.44,66.67,53.33
RBF85,51.11,72.96,62.04,2.32,65.0,58.33
RBF86,54.07,66.3,60.19,2.69,65.0,56.67
RBF87,50.37,62.22,56.3,3.09,60.0,50.0
RBF88,56.67,61.48,59.07,3.13,61.67,51.67
RBF89,34.44,65.56,50.0,3.44,55.0,45.0
RBF90,52.59,64.07,58.33,3.63,65.0,53.33
RBF91,51.85,86.67,69.26,5.21,75.0,61.67
RBF92,59.63,59.63,59.63,3.8,66.67,55.0
RBF93,67.78,56.3,62.04,3.8,65.0,56.67
RBF94,43.7,71.11,57.41,2.65,61.67,55.0
RBF95,51.11,86.3,68.7,4.47,73.33,61.67
RBF96,68.15,50.74,59.44,3.0,65.0,55.0
RBF97,58.15,72.22,65.19,4.2,70.0,56.67
RBF98,49.63,71.11,60.37,3.2,65.0,55.0
RBF99,37.41,78.52,57.96,2.47,60.0,53.33
RBF100,56.3,81.48,68.89,3.23,71.67,63.33
RBF101,47.41,72.59,60.0,1.86,63.33,58.33
RBF102,62.59,55.93,59.26,3.55,66.67,56.67
RBF103,57.04,77.04,67.04,5.82,73.33,58.33
RBF104,50.74,70.74,60.74,3.74,66.67,55.0
RBF105,75.56,81.85,78.7,4.39,83.33,70.0
RBF106,43.7,78.15,60.93,2.9,65.0,56.67
LINEAR1,100.0,55.19,77.59,3.45,81.67,70.0
LINEAR2,100.0,94.07,97.04,2.61,100.0,93.33
LINEAR3,90.74,58.15,74.44,9.43,86.67,61.67
LINEAR4,100.0,98.15,99.07,1.21,100.0,96.67
LINEAR5,87.78,83.7,85.74,2.06,90.0,83.33
LINEAR6,84.44,87.41,85.93,4.01,91.67,80.0
LINEAR7,100.0,96.3,98.15,1.55,100.0,96.67
LINEAR8,96.3,76.67,86.48,2.56,88.33,81.67
LINEAR9,90.37,88.15,89.26,4.87,93.33,80.0
LINEAR10,81.48,91.48,86.48,3.67,91.67,80.0
LINEAR11,87.41,75.93,81.67,5.53,88.33,73.33
LINEAR12,88.89,95.19,92.04,3.41,95.0,85.0
LINEAR13,79.26,97.41,88.33,4.33,95.0,83.33
LINEAR14,91.48,100.0,95.74,2.37,98.33,91.67
LINEAR15,100.0,97.04,98.52,1.76,100.0,96.67
LINEAR16,78.15,98.89,88.52,7.14,95.0,76.67
LINEAR17,76.67,95.56,86.11,6.4,93.33,78.33
LINEAR18,100.0,93.7,96.85,1.94,98.33,93.33
LINEAR19,91.11,95.56,93.33,1.67,95.0,90.0
LINEAR20,92.96,100.0,96.48,1.55,98.33,93.33
LINEAR21,100.0,95.56,97.78,1.67,100.0,95.0
LINEAR22,96.67,94.07,95.37,0.73,96.67,95.0
LINEAR23,81.85,100.0,90.93,8.3,100.0,78.33
LINEAR24,98.52,91.85,95.19,1.76,98.33,93.33
LINEAR25,96.3,92.22,94.26,4.72,98.33,88.33
LINEAR26,93.7,98.89,96.3,1.39,98.33,93.33
LINEAR27,97.41,95.19,96.3,2.32,100.0,93.33
LINEAR28,95.19,99.63,97.41,2.37,100.0,93.33
LINEAR29,78.52,100.0,89.26,9.06,100.0,76.67
LINEAR30,43.7,99.26,71.48,11.53,86.67,56.67
LINEAR31,93.7,95.93,94.81,1.0,96.67,93.33
LINEAR32,94.44,88.89,91.67,0.83,93.33,90.0
LINEAR33,96.3,97.78,97.04,1.11,98.33,95.0
LINEAR34,99.26,98.52,98.89,1.44,100.0,96.67
LINEAR35,83.7,100.0,91.85,8.06,100.0,80.0
LINEAR36,85.19,100.0,92.59,7.55,100.0,81.67
LINEAR37,49.26,100.0,74.63,12.74,90.0,58.33
LINEAR38,64.81,83.7,74.26,7.95,85.0,61.67
LINEAR39,100.0,91.48,95.74,3.34,98.33,90.0
LINEAR40,83.33,96.67,90.0,5.27,96.67,80.0
LINEAR41,96.67,96.67,96.67,1.67,98.33,95.0
LINEAR42,95.19,100.0,97.59,2.65,100.0,93.33
LINEAR43,94.07,100.0,97.04,3.51,100.0,90.0
LINEAR44,82.59,100.0,91.3,8.69,100.0,80.0
LINEAR45,66.67,100.0,83.33,12.02,96.67,66.67
LINEAR46,77.78,100.0,88.89,6.72,96.67,78.33
LINEAR47,86.67,96.67,91.67,3.12,96.67,88.33
LINEAR48,73.33,98.52,85.93,5.6,95.0,76.67
LINEAR49,88.15,97.78,92.96,2.17,96.67,90.0
LINEAR50,92.96,96.67,94.81,2.12,96.67,91.67
LINEAR51,93.33,100.0,96.67,2.89,100.0,91.67
LINEAR52,95.19,100.0,97.59,2.52,100.0,93.33
LINEAR53,82.96,99.63,91.3,7.98,100.0,80.0
LINEAR54,70.74,100.0,85.37,11.51,96.67,65.0
LINEAR55,84.07,100.0,92.04,5.64,98.33,81.67
LINEAR56,71.48,100.0,85.74,8.5,96.67,73.33
LINEAR57,72.96,100.0,86.48,10.39,98.33,75.0
LINEAR58,99.63,81.11,90.37,5.19,98.33,80.0
LINEAR59,93.33,57.78,75.56,4.64,81.67,68.33
LINEAR60,88.52,94.81,91.67,3.33,95.0,86.67
LINEAR61,88.89,84.07,86.48,3.77,91.67,80.0
LINEAR62,91.85,71.48,81.67,7.31,90.0,70.0
LINEAR63,63.7,94.81,79.26,6.93,88.33,70.0
LINEAR64,44.44,97.41,70.93,8.9,81.67,58.33
LINEAR65,72.59,82.59,77.59,3.64,85.0,73.33
LINEAR66,85.19,69.26,77.22,3.23,81.67,71.67
LINEAR67,91.11,74.07,82.59,2.78,85.0,76.67
LINEAR68,70.74,52.59,61.67,3.23,66.67,55.0
LINEAR69,71.85,42.96,57.41,3.64,63.33,51.67
LINEAR70,68.15,48.89,58.52,4.03,65.0,55.0
LINEAR71,56.67,62.96,59.81,2.56,63.33,55.0
LINEAR72,44.44,82.59,63.52,4.67,70.0,56.67
LINEAR73,64.44,27.41,45.93,2.37,50.0,43.33
LINEAR74,66.3,47.04,56.67,1.67,58.33,55.0
LINEAR75,64.44,56.3,60.37,3.09,65.0,56.67
LINEAR76,87.41,89.26,88.33,2.89,91.67,85.0
LINEAR77,67.04,58.52,62.78,2.64,68.33,60.0
LINEAR78,85.19,46.3,65.74,2.37,68.33,60.0
LINEAR79,40.37,81.48,60.93,2.37,63.33,58.33
LINEAR80,47.78,77.04,62.41,3.24,66.67,56.67
LINEAR81,59.63,57.78,58.7,2.98,61.67,51.67
LINEAR82,65.19,54.44,59.81,2.27,63.33,56.67
LINEAR83,81.11,36.67,58.89,4.17,65.0,53.33
LINEAR84,87.04,41.11,64.07,5.41,71.67,56.67
LINEAR85,58.15,82.59,70.37,3.41,76.67,65.0
LINEAR86,38.52,85.93,62.22,4.56,68.33,55.0
LINEAR87,44.44,62.96,53.7,3.89,58.33,46.67
LINEAR88,51.48,65.93,58.7,2.32,61.67,55.0
LINEAR89,37.04,67.04,52.04,2.32,55.0,48.33
LINEAR90,50.37,84.81,67.59,3.13,71.67,63.33
LINEAR91,38.89,93.7,66.3,7.94,76.67,55.0
LINEAR92,57.41,62.96,60.19,3.67,66.67,56.67
LINEAR93,74.44,50.0,62.22,4.08,66.67,55.0
LINEAR94,65.19,62.59,63.89,2.89,68.33,60.0
LINEAR95,40.0,94.81,67.41,6.78,76.67,58.33
LINEAR96,73.33,51.85,62.59,2.78,66.67,60.0
LINEAR97,51.48,72.59,62.04,4.06,68.33,56.67
LINEAR98,73.33,66.3,69.81,3.67,75.0,63.33
LINEAR99,35.93,78.89,57.41,3.83,65.0,53.33
LINEAR100,61.48,76.67,69.07,2.06,71.67,66.67
LINEAR101,75.93,54.44,65.19,2.82,68.33,60.0
LINEAR102,66.3,67.41,66.85,7.09,75.0,56.67
LINEAR103,55.19,80.37,67.78,2.36,71.67,63.33
LINEAR104,74.07,63.7,68.89,2.5,73.33,66.67
LINEAR105,82.96,65.19,74.07,2.22,76.67,71.67
LINEAR106,45.56,84.07,64.81,2.56,70.0,61.67
OLD1,53.33,66.67,60.0,0.0,60.0,60.0
OLD2,80.0,100.0,90.0,0.0,90.0,90.0
OLD3,6.67,100.0,53.33,0.0,53.33,53.33
OLD4,76.67,100.0,88.33,0.0,88.33,88.33
OLD5,83.33,83.33,83.33,0.0,83.33,83.33
OLD6,100.0,6.67,53.33,0.0,53.33,53.33
OLD7,93.33,93.33,93.33,0.0,93.33,93.33
OLD8,86.67,100.0,93.33,0.0,93.33,93.33
OLD9,76.67,80.0,78.33,0.0,78.33,78.33
OLD10,76.67,63.33,70.0,0.0,70.0,70.0
OLD11,76.67,46.67,61.67,0.0,61.67,61.67
OLD12,100.0,100.0,100.0,0.0,100.0,100.0
OLD13,100.0,100.0,100.0,0.0,100.0,100.0
OLD14,100.0,100.0,100.0,0.0,100.0,100.0
OLD15,100.0,100.0,100.0,0.0,100.0,100.0
OLD16,100.0,100.0,100.0,0.0,100.0,100.0
OLD17,76.67,96.67,86.67,0.0,86.67,86.67
OLD18,100.0,100.0,100.0,0.0,100.0,100.0
OLD19,100.0,100.0,100.0,0.0,100.0,100.0
OLD20,100.0,100.0,100.0,0.0,100.0,100.0
OLD21,100.0,100.0,100.0,0.0,100.0,100.0
OLD22,100.0,100.0,100.0,0.0,100.0,100.0
OLD23,96.67,100.0,98.33,0.0,98.33,98.33
OLD24,100.0,100.0,100.0,0.0,100.0,100.0
OLD25,100.0,100.0,100.0,0.0,100.0,100.0
OLD26,100.0,100.0,100.0,0.0,100.0,100.0
OLD27,100.0,100.0,100.0,0.0,100.0,100.0
OLD28,100.0,100.0,100.0,0.0,100.0,100.0
OLD29,100.0,100.0,100.0,0.0,100.0,100.0
OLD30,90.0,96.67,93.33,0.0,93.33,93.33
OLD31,100.0,100.0,100.0,0.0,100.0,100.0
OLD32,100.0,100.0,100.0,0.0,100.0,100.0
OLD33,100.0,100.0,100.0,0.0,100.0,100.0
OLD34,100.0,100.0,100.0,0.0,100.0,100.0
OLD35,100.0,100.0,100.0,0.0,100.0,100.0
OLD36,100.0,100.0,100.0,0.0,100.0,100.0
OLD37,100.0,100.0,100.0,0.0,100.0,100.0
OLD38,50.0,100.0,75.0,0.0,75.0,75.0
OLD39,100.0,100.0,100.0,0.0,100.0,100.0
OLD40,100.0,100.0,100.0,0.0,100.0,100.0
OLD41,100.0,100.0,100.0,0.0,100.0,100.0
OLD42,100.0,100.0,100.0,0.0,100.0,100.0
OLD43,100.0,100.0,100.0,0.0,100.0,100.0
OLD44,100.0,100.0,100.0,0.0,100.0,100.0
OLD45,100.0,100.0,100.0,0.0,100.0,100.0
OLD46,100.0,100.0,100.0,0.0,100.0,100.0
OLD47,90.0,90.0,90.0,0.0,90.0,90.0
OLD48,100.0,100.0,100.0,0.0,100.0,100.0
OLD49,100.0,100.0,100.0,0.0,100.0,100.0
OLD50,100.0,100.0,100.0,0.0,100.0,100.0
OLD51,100.0,100.0,100.0,0.0,100.0,100.0
OLD52,100.0,100.0,100.0,0.0,100.0,100.0
OLD53,100.0,100.0,100.0,0.0,100.0,100.0
OLD54,100.0,100.0,100.0,0.0,100.0,100.0
OLD55,100.0,100.0,100.0,0.0,100.0,100.0
OLD56,100.0,100.0,100.0,0.0,100.0,100.0
OLD57,96.67,100.0,98.33,0.0,98.33,98.33
OLD58,0.0,100.0,50.0,0.0,50.0,50.0
OLD59,100.0,3.33,51.67,0.0,51.67,51.67
OLD60,100.0,0.0,50.0,0.0,50.0,50.0
OLD61,96.67,3.33,50.0,0.0,50.0,50.0
OLD62,83.33,20.0,51.67,0.0,51.67,51.67
OLD63,3.33,100.0,51.67,0.0,51.67,51.67
OLD64,0.0,100.0,50.0,0.0,50.0,50.0
OLD65,33.33,76.67,55.0,0.0,55.0,55.0
OLD66,33.33,100.0,66.67,0.0,66.67,66.67
OLD67,30.0,93.33,61.67,0.0,61.67,61.67
OLD68,90.0,20.0,55.0,0.0,55.0,55.0
OLD69,93.33,13.33,53.33,0.0,53.33,53.33
OLD70,83.33,20.0,51.67,0.0,51.67,51.67
OLD71,50.0,56.67,53.33,0.0,53.33,53.33
OLD72,6.67,96.67,51.67,0.0,51.67,51.67
OLD73,13.33,93.33,53.33,0.0,53.33,53.33
