Model,Average TNR,Average TPR,Average Test Score,Standard Deviation,Max Test Score,Min Test Score
RBF_LQP1,89.74,93.81,91.78,0.72,93.0,90.67
RBF_SQP,92.04,79.41,85.72,0.46,86.5,85.0
RBF_LQP2,89.56,17.11,53.33,0.97,54.83,51.67
LINEAR_LQP1,87.44,87.07,87.26,2.45,88.67,80.83
LINEAR_SQP,89.93,34.63,62.28,0.24,62.5,61.83
LINEAR_LQP2,87.48,20.41,53.94,1.35,57.5,53.17
OLD_LQP1,84.33,90.67,87.5,0.0,87.5,87.5
OLD_SQP,45.67,59.33,52.5,0.0,52.5,52.5
OLD_LQP2,34.33,78.0,56.17,0.0,56.17,56.17
